Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
negative|8.85932600253e-05,displace|8.32014136585e-05,time-integration|2.44807187481e-05,orthopedic|3.43983313494e-05,badge|5.74653225789e-05,ml|6.21897462608e-05,gb|8.76879261516e-05,conjoint|5.79894468684e-05,visualization'|9.55073774922e-05,documentation|8.99497573252e-05,cumulu|8.97265484116e-05,folding|0.000100328725431,cursor|2.77324488162e-05,namely|0.000132436235023,known|8.64950801884e-05,100%|0.000106211010777,adaption|3.06367099639e-05,adaptation|0.000103323528365,delaunay|0.000102708497935,cause|0.000121154928788
met|8.85928917405e-05,decisive|8.32011081636e-05,junction|2.44518353553e-05,labeled|3.43908308527e-05,recirculation|5.74541118669e-05,absolute|6.218609885e-05,ecological|8.76878382273e-05,sequencing|5.79840006903e-05,begin|9.55073128422e-05,application-specific|8.99494982562e-05,overview-first|8.97260984678e-05,default|0.000100328659338,repeating|2.76765608372e-05,partition|0.000132436235021,registered|8.64950797482e-05,novelty|0.000106210983067,ordinal|3.05953414151e-05,entirely|0.000103323528332,circular|0.000102708496907,assume|0.000121154928296
cross-checked|8.85903458262e-05,on-demand|8.32010736193e-05,delaunay-based|2.44518353541e-05,airway|3.43790193605e-05,suppress|5.74537988925e-05,conduct|6.21673461881e-05,pay|8.768776382e-05,viability|5.79814426959e-05,summed|9.55071983756e-05,staying|8.99494167188e-05,short-term|8.97259337835e-05,aperture|0.000100327959176,query-driven|2.76735550972e-05,scattering|0.00013243623502,regarding|8.64950715367e-05,correctnes|0.000106210980653,sdk|3.05620934679e-05,place|0.000103323527685,analyst'|0.000102708493393,tune|0.000121154927996
timestep|8.85897340573e-05,cost-effective|8.32010735768e-05,avoidance|2.44498308345e-05,programmable|3.43518578628e-05,shot|5.74002711485e-05,ebay|6.21409402713e-05,situated|8.76876368971e-05,bull'|5.79814413808e-05,time-integration|9.55071061904e-05,non-photorealistic|8.99493356923e-05,agency|8.97256253197e-05,pof|0.000100326956136,cutaway|2.76641185274e-05,significance|0.000132436235018,negligible|8.64950475896e-05,underly|0.00010621095524,topology-based|3.05353895066e-05,perturbation|0.000103323527076,land|0.000102708490384,disagree|0.000121154926825
corner|8.85897302332e-05,immersed|8.32008643712e-05,took|2.44266656207e-05,force|3.42805084275e-05,lab|5.73874923484e-05,markov|6.21031780815e-05,novelty|8.76869642759e-05,genetic|5.79774830313e-05,euler|9.55071061353e-05,axe|8.99488546637e-05,collaborate|8.97254944363e-05,encoder|0.000100326840392,thereof|2.75976353527e-05,sample|0.000132436235005,stationary|8.64950321006e-05,coarse|0.00010621092784,company|3.04887993316e-05,exhibit|0.000103323526091,turn|0.000102708485777,artificial|0.000121154926576
reliability|8.85881598009e-05,relief|8.32006767081e-05,induce|2.43599281056e-05,acquire|3.42344331435e-05,commodity|5.73611152756e-05,data”|6.21003364965e-05,compose|8.76869433781e-05,acquire|5.79749145241e-05,budget|9.55069410748e-05,signed|8.99486327054e-05,cosmology|8.97254909325e-05,versatile|0.000100326487576,visual|2.7595636927e-05,add|0.000132436235003,affect|8.64950294878e-05,confidence|0.000106210922308,wiki|3.04865057751e-05,actively|0.000103323525556,trend|0.000102708485679,eye|0.000121154925996
provenance|8.85881565837e-05,lagrangian-eulerian|8.32004339637e-05,warp|2.43575890448e-05,equality|3.42072798458e-05,submarine|5.73370888865e-05,faceted|6.20710806477e-05,menu|8.76869433772e-05,variance|5.79697296334e-05,norm|9.55068374985e-05,confirming|8.99485854951e-05,themeriver|8.97249806535e-05,cross-filtering|0.000100325768591,80|2.75945124008e-05,tableau|0.000132436235,vast|8.64950262512e-05,two-pas|0.000106210922219,ad-hoc|3.03930560148e-05,whole|0.000103323523082,recover|0.000102708477977,poorly|0.00012115492496
analogue|8.85878501151e-05,8|8.32003470888e-05,pca|2.43198318617e-05,rejection|3.41253398547e-05,1999|5.73284850083e-05,rubber|6.20439723035e-05,topical|8.76868310544e-05,underutilized|5.79684466558e-05,implant|9.5506794246e-05,summed|8.99485564311e-05,collapsed|8.97246137601e-05,hydrocarbon|0.000100325641619,non-convex|2.75676609584e-05,jigsaw|0.000132436235,scatterplot|8.64950204531e-05,valid|0.000106210895111,requested|3.03903472064e-05,believe|0.000103323523048,close|0.000102708473077,involved|0.000121154924795
inception|8.85877184446e-05,spect|8.32002598022e-05,alaska|2.42245115814e-05,workflow|3.4120220343e-05,minimized|5.7325266568e-05,tabletop|6.20327860603e-05,agent-based|8.76866930389e-05,doesn't|5.79663114173e-05,agency|9.55067356434e-05,fetching|8.99482384554e-05,topical|8.97243432599e-05,pathway|0.000100325321748,landing|2.7557299298e-05,patent|0.000132436234999,predictor|8.64950186811e-05,guarantee|0.000106210894957,consumer|3.03833512449e-05,b|0.000103323522947,facilitated|0.000102708467355,pixel-oriented|0.00012115492308
pt|8.85869188169e-05,neurosurgeon|8.32002597133e-05,prince|2.42245115789e-05,loading|3.41074952972e-05,editing|5.73063318175e-05,miss|6.20169799656e-05,decompressed|8.76866618881e-05,neuronal|5.79622856761e-05,scalable|9.55066267097e-05,lately|8.99481440379e-05,began|8.97243056079e-05,justified|0.000100323701908,current|2.7475920452e-05,dimensionality|0.000132436234997,origin|8.64950177369e-05,connected|0.000106210886881,xml|3.03699567144e-05,amplitude|0.000103323522324,transformation|0.00010270846627,commonly-used|0.000121154922977
requested|8.85845260223e-05,electrode|8.32002596574e-05,vertex-based|2.42063373164e-05,collage|3.40750149488e-05,insightful|5.72839424231e-05,time-coherent|6.19417684282e-05,divided|8.76864866676e-05,exhaustive|5.79610805398e-05,none|9.55065958383e-05,pre-integration|8.99478384828e-05,ten|8.97241371626e-05,updating|0.000100321943044,thu|2.73859503251e-05,barrier|0.000132436234996,intertwined|8.64950134003e-05,reviewing|0.000106210886132,inertial|3.03686258267e-05,augment|0.000103323521896,footprint|0.00010270845995,recover|0.00012115492208
spoken|8.8584525188e-05,hamper|8.3200106005e-05,flitter|2.41854644915e-05,object-oriented|3.40103257358e-05,restructuring|5.72608677639e-05,plenoptic|6.19363607818e-05,met|8.76862789182e-05,multi-core|5.79554843609e-05,constitute|9.55065343669e-05,street|8.99478239446e-05,airflow|8.97238080036e-05,launch|0.000100321576788,valve|2.73486801944e-05,keyboard|0.000132436234991,gravity|8.64950104768e-05,comprehension|0.000106210878961,databasis|3.03246264463e-05,regression|0.000103323518747,neighborhood|0.000102708457291,scatter-plot|0.000121154921305
reflectance|8.85841830841e-05,extrema|8.31998471006e-05,college|2.41659558019e-05,bull'|3.40088751823e-05,summative|5.72481138405e-05,2010|6.19348137209e-05,dft|8.76861144152e-05,justified|5.79514976312e-05,accomplished|9.55064059302e-05,millisecond|8.99478233953e-05,preintegrated|8.97228372616e-05,solvent|0.000100321343024,innovation|2.73402372888e-05,conceptualization|0.00013243623499,thumbnail|8.64950006949e-05,owner|0.000106210876833,miscellaneou|3.03201366479e-05,executing|0.000103323518314,restrict|0.000102708444267,spent|0.000121154918943
editable|8.85823388638e-05,remotely|8.31994697513e-05,240|2.41269497616e-05,c2|3.40077564683e-05,supply|5.72447106069e-05,mixture|6.19259540749e-05,alongside|8.76858695049e-05,branching|5.79419887923e-05,hypothetical|9.55063731472e-05,reflective|8.99475413065e-05,embedder|8.9722802684e-05,masking|0.000100320681236,fostering|2.7310776813e-05,starting|0.000132436234988,antialiased|8.6494993042e-05,tone|0.000106210873805,stopping|3.02904999928e-05,suggesting|0.000103323517759,solely|0.000102708441038,included|0.000121154917029
knot|8.85809687217e-05,participating|8.31991215413e-05,2008|2.40690484177e-05,npr|3.39914073391e-05,da|5.72425567038e-05,journalism|6.18902433864e-05,highlighting|8.76858166374e-05,cluttering|5.79391508568e-05,taxonomy|9.55063594994e-05,meant|8.99470135311e-05,wherea|8.97227927611e-05,on-demand|0.000100319933333,leveraging|2.72782526971e-05,modeled|0.000132436234982,understood|8.64949827865e-05,evident|0.000106210854538,type|3.02698585739e-05,relief|0.00010332351741,kind|0.000102708423191,geared|0.000121154916628
restoring|8.85807775907e-05,blended|8.31989439837e-05,basing|2.40551688983e-05,trajectory|3.39900334377e-05,cumulative|5.72364999701e-05,crowd'|6.18902433735e-05,merely|8.76855304369e-05,hc|5.79334611423e-05,refer|9.55060360906e-05,elucidate|8.99469994226e-05,clinician|8.97227606494e-05,configurable|0.000100319795929,#3|2.72440564632e-05,arcgi|0.000132436234974,surrounding|8.64949658167e-05,highest|0.000106210850292,useles|3.02544136252e-05,peak|0.000103323517352,context-aware|0.00010270842244,comprise|0.000121154915965
scientifically|8.85787466415e-05,mixture|8.31987590963e-05,populate|2.40298196355e-05,damage|3.3965615461e-05,pool|5.72112382445e-05,marine|6.18710168719e-05,diverge|8.7685529356e-05,administer|5.79334609902e-05,concentric|9.55057687972e-05,enriching|8.99467971417e-05,fill|8.97223491933e-05,presentation—group|0.000100319659381,elusive|2.7233867804e-05,ice|0.000132436234973,embedding|8.64949636086e-05,row|0.00010621083328,visualization-driven|3.02485041234e-05,higher-dimensional|0.000103323516877,exchange|0.000102708410435,dice|0.000121154915695
drilling|8.85783833937e-05,pore|8.31985513732e-05,shape|2.40175753361e-05,supplying|3.39590699018e-05,relief|5.72072960063e-05,exception|6.18708068429e-05,marine|8.76850451024e-05,cleaner|5.79276105508e-05,van|9.55057260078e-05,coined|8.99466388791e-05,van|8.97223055381e-05,computer-communication|0.000100319659286,follow-up|2.72185915964e-05,award|0.000132436234968,shaped|8.64949543243e-05,unknown|0.000106210830367,implementing|3.02268310646e-05,history|0.000103323516691,data-driven|0.000102708406155,pyramid|0.000121154913837
opening|8.85783822479e-05,hit|8.31985513715e-05,pen-and-paper|2.39747304077e-05,appropriate|3.39344031727e-05,maritime|5.71906566944e-05,suppress|6.18415472339e-05,tandem|8.76849278397e-05,stylu|5.79276087571e-05,contrast|9.55056908334e-05,standardized|8.99460696781e-05,fine-tuning|8.97218693038e-05,underly|0.00010031965922,complemented|2.72154615705e-05,reservoir|0.000132436234966,crowd|8.64949488369e-05,algorithmically|0.000106210820778,therapeutic|3.02190685607e-05,lot|0.000103323516636,tracer|0.000102708400702,believe|0.000121154913132
dangerou|8.85783669857e-05,amr|8.31984003664e-05,body-centered|2.39679485777e-05,metum|3.38760243223e-05,shortest|5.71898981811e-05,systems-human|6.18027772396e-05,configurable|8.76848135872e-05,richnes|5.79276087571e-05,pot|9.55056349775e-05,deferred|8.99460579059e-05,hessian|8.97218488714e-05,hit|0.000100319295873,hcus|2.71913701032e-05,commerce|0.000132436234959,diverge|8.64949479272e-05,manner|0.000106210817027,investigation|3.02127378058e-05,saturation|0.000103323515256,fused|0.000102708398524,surface-based|0.000121154911531
train|8.8578163234e-05,zero|8.31983866488e-05,decisive|2.39392141208e-05,scaling|3.38240782088e-05,fulfilling|5.71898976285e-05,succinct|6.17907363533e-05,motivated|8.76844706663e-05,sensory|5.79276087571e-05,rating|9.5505231354e-05,cost-effective|8.99459450265e-05,gpu-based|8.97217263367e-05,pore|0.00010031929385,fastest|2.70790836295e-05,query-driven|0.000132436234953,evaluation|8.64949340515e-05,anomaly|0.000106210811871,computer-supported|3.02071334512e-05,seen|0.000103323514886,4000|0.000102708397892,real-world|0.000121154911448
align|8.85778559422e-05,entertainment|8.31983821979e-05,presentation¿user|2.39316249576e-05,canonical|3.37361761851e-05,amazon|5.71857847258e-05,argumentation|6.17663126979e-05,inhibit|8.76843648923e-05,intersect|5.79276087571e-05,fashion|9.55052120396e-05,configure|8.99453574525e-05,wrapped|8.97212709884e-05,soil|0.000100319286079,ieee|2.707059582e-05,affinity|0.000132436234935,call|8.6494926739e-05,depicting|0.000106210809764,updating|3.01440934412e-05,out-of-core|0.000103323514233,heart|0.000102708397514,tangible|0.000121154911153
dof|8.85775016773e-05,stream-based|8.31983821414e-05,lieu|2.39296263247e-05,london|3.37004779474e-05,3000|5.71827492385e-05,&amp|6.17427015732e-05,scored|8.76842781141e-05,overview-first|5.7921702433e-05,explicit|9.55050380617e-05,rail|8.99453298396e-05,epidemiological|8.9721250136e-05,brighter|0.000100319269717,explosion|2.70159465492e-05,frequency-based|0.000132436234934,translucency|8.64949044796e-05,amazon|0.000106210799119,centrality|3.01073185359e-05,elegant|0.000103323514172,ensuring|0.000102708393404,conversation|0.000121154911003
balance|8.85750612184e-05,inconsistency|8.31983454138e-05,remotely|2.39145169633e-05,approximately|3.36501099481e-05,controversial|5.71823918431e-05,formulated|6.17350798818e-05,indication|8.76842541808e-05,deploy|5.79194950575e-05,high-quality|9.55049340954e-05,town|8.99451622e-05,dye|8.97210794518e-05,older|0.000100319269683,deploy|2.70066699336e-05,blurring|0.000132436234929,comprehend|8.64949042518e-05,optimized|0.000106210766924,mapping|3.01017681642e-05,invasive|0.000103323512569,normalized|0.000102708390797,timing|0.000121154908962
delivering|8.85749549036e-05,establishing|8.31978504582e-05,/|2.3900047185e-05,finite-time|3.36063507089e-05,70%|5.71823918236e-05,lower-dimensional|6.17053809423e-05,participant'|8.76841700994e-05,amplification|5.79162241069e-05,owner|9.55048974815e-05,randomized|8.99450341451e-05,cognitively|8.97210637706e-05,doorway|0.000100319269683,gave|2.69716678284e-05,assessment|0.000132436234912,option|8.64949020651e-05,inter-disciplinary|0.000106210748494,emailtime|3.00934198236e-05,negligible|0.000103323511833,27|0.000102708388911,axi|0.000121154908817
learn|8.85748844422e-05,corner|8.31978265706e-05,locational|2.38758587907e-05,unimportant|3.35921060741e-05,travel|5.71755269426e-05,macromolecule|6.16917111599e-05,surprisingly|8.76841441579e-05,glyph-based|5.79051810657e-05,application-dependent|9.55048606756e-05,appealing|8.99449388677e-05,legible|8.97210637586e-05,imposing|0.000100319235828,phonon|2.68618785303e-05,individual|0.000132436234905,insufficient|8.64948931462e-05,predicted|0.000106210747033,enron|3.00934197936e-05,mental|0.000103323511768,logic|0.000102708388605,boxplot|0.000121154907427
protein'|8.85744694421e-05,left|8.31971093244e-05,beforehand|2.38747321076e-05,recursively|3.35921060479e-05,confronted|5.71677065752e-05,proof|6.16562052655e-05,fall|8.76839073902e-05,cutaway|5.79028345915e-05,serendipitou|9.5504854872e-05,cluttering|8.99448688325e-05,exception|8.97207523269e-05,neuroscientist|0.000100319015387,attracting|2.68125157868e-05,fcc|0.000132436234904,speciman|8.64948924632e-05,flaw|0.000106210743032,api|3.00916579563e-05,frequency|0.000103323511282,never|0.000102708381345,preferred|0.000121154905945
automate|8.85737335283e-05,absence|8.31970597283e-05,userspsila|2.38405559782e-05,enlarged|3.35823025724e-05,scale-free|5.71247375607e-05,inference|6.16345453555e-05,utilizing|8.76838555495e-05,geographic/geospatial|5.7901311884e-05,benefit|9.55047882223e-05,combat|8.99447209643e-05,1d|8.97206978978e-05,spectral/hp|0.000100318870444,structured|2.68111715069e-05,hard|0.0001324362349,apart|8.64948923592e-05,query-based|0.000106210739676,narrative|3.00519809024e-05,topic|0.000103323510917,normally|0.000102708379418,list|0.000121154905049
failing|8.85736573881e-05,overlay|8.3196767109e-05,brain|2.38350598224e-05,ftle|3.35622397016e-05,dominate|5.71244588383e-05,cooling|6.16301796668e-05,shifting|8.76838175334e-05,paraview|5.78972383677e-05,timeline|9.55047087022e-05,intense|8.99443641242e-05,mismatch|8.97205906334e-05,maximized|0.000100318667311,amenable|2.6795555565e-05,color-based|0.000132436234897,largely|8.64948832378e-05,termed|0.000106210728959,other'|2.99998101513e-05,frequently|0.000103323509545,emerging|0.000102708375725,extra|0.000121154904318
remedy|8.85736562578e-05,aerosol|8.31965320678e-05,depth-sorting|2.38344030002e-05,speed|3.35542060724e-05,inadequate|5.71243835433e-05,advancing|6.15913368642e-05,neither|8.76835953484e-05,contradict|5.7896306948e-05,respect|9.55046025667e-05,overlooked|8.99443641242e-05,reformation|8.97205188134e-05,statement|0.000100318663247,myocardium|2.67549378023e-05,expressed|0.000132436234897,association|8.64948794796e-05,unit|0.000106210728797,superimpose|2.9915605713e-05,blend|0.000103323509023,orthopedic|0.00010270837137,quite|0.000121154903802
atlantic|8.85734159228e-05,impacted|8.31959890131e-05,f+c|2.38177866934e-05,stochastically|3.35510202685e-05,high-degree|5.71243830878e-05,polymer|6.15881371566e-05,ray-tracing|8.76835519774e-05,7500|5.78961485745e-05,asymptotically|9.55045971952e-05,rainbow|8.99440100891e-05,chromosome|8.97204463981e-05,whereby|0.000100318590929,subsurface|2.66718167036e-05,geographically|0.000132436234895,neighbor|8.64948647686e-05,county-level|0.000106210724447,multi-volume|2.99057588991e-05,driven|0.000103323508965,gleaned|0.000102708359762,increasingly|0.000121154903578
psychological|8.85733095769e-05,refer|8.31958601024e-05,prognosi|2.37876331498e-05,markov|3.3528348151e-05,interpretable|5.71243828268e-05,topology-based|6.15688053777e-05,collision|8.76834806701e-05,information-visualization|5.7896148559e-05,time-domain|9.55045971952e-05,publication|8.99433578404e-05,desire|8.97204266989e-05,buried|0.000100318261664,wrong|2.66480090879e-05,path|0.000132436234894,euler|8.64948619411e-05,priority|0.000106210722854,interfaces¿graphical|2.9899768244e-05,unanswered|0.000103323508734,blurry|0.000102708357454,&|0.000121154902888
perhap|8.85730131922e-05,winner|8.31956768294e-05,inability|2.37871655717e-05,partly|3.35065216069e-05,pivotal|5.71243827995e-05,overlaying|6.15660824465e-05,mature|8.76834585281e-05,engagement|5.7892010129e-05,treatment|9.55045796268e-05,genre|8.9943066947e-05,reshaping|8.97203561529e-05,enterprise|0.000100318217815,investigator|2.66323741908e-05,building|0.000132436234889,saving|8.64948525855e-05,classical|0.000106210721196,ocean|2.98773578725e-05,consequently|0.000103323507777,highest|0.000102708356143,recognize|0.000121154902759
al'|8.8572871912e-05,microblogging|8.31954603776e-05,high-volume|2.37871655717e-05,peptide|3.34921904284e-05,formative|5.70951593392e-05,bursty|6.1561849372e-05,incur|8.76833309771e-05,lightnes|5.78838592571e-05,affected|9.55045338883e-05,ambient|8.99428975026e-05,nine|8.97198220689e-05,hm|0.000100318181577,power-law|2.65571099399e-05,window|0.000132436234887,mental|8.64948507925e-05,affected|0.000106210720668,variational|2.98722490167e-05,fluorescence|0.000103323507594,fashion|0.000102708354062,indexed|0.000121154902346
cross-comparison|8.8570543678e-05,time-coherent|8.31953478396e-05,modularized|2.37695780522e-05,iso-surfacing|3.34836473048e-05,covering|5.70935545165e-05,fraud|6.15607714898e-05,allocated|8.768332944e-05,behave|5.78764597851e-05,isocontmy|9.55044757278e-05,ensemble|8.99426790938e-05,mutually|8.97190568001e-05,"computing,|0.000100318181562",cross-filtering|2.65180593422e-05,temporal|0.000132436234882,electrophysiological|8.64948392791e-05,solver|0.000106210720357,navigated|2.98664373939e-05,ranking|0.000103323505949,optimizing|0.000102708348775,iso|0.000121154901742
constituent|8.85698296428e-05,tune|8.3195341881e-05,assembling|2.37523050298e-05,bundling|3.34066223266e-05,summarize|5.70930926742e-05,morse|6.15545449897e-05,releasing|8.76833294257e-05,max|5.78741638867e-05,vendor|9.55044534523e-05,outlier|8.99425517759e-05,zoomable|8.97190193309e-05,miscellaneou|0.000100318181556,alignment|2.65072056477e-05,humanity|0.000132436234877,detecting|8.64948278411e-05,estimated|0.000106210710621,npr|2.98465972569e-05,clas|0.000103323505386,stimulu|0.000102708343268,hue|0.000121154901307
meteorology|8.8568827064e-05,firm|8.31950668009e-05,hatching|2.37417105561e-05,subgroup|3.33736137088e-05,map-based|5.70887357681e-05,morse-smale|6.15545445287e-05,observational|8.7683222451e-05,familiarity|5.7871956694e-05,novelty|9.55044506171e-05,originate|8.99422576118e-05,something|8.97187320525e-05,marshalling|0.000100318181489,think|2.64999561096e-05,reliability|0.000132436234871,attempt|8.64948248412e-05,matter|0.000106210709945,finally|2.98265765956e-05,severe|0.000103323505273,none|0.000102708338556,crease|0.000121154901297
predictive|8.85686339669e-05,deform|8.31950333312e-05,placing|2.37307136347e-05,reconfiguring|3.33408662254e-05,interfaces¿graphical|5.70568211813e-05,emergency/disaster|6.15341320033e-05,denser|8.76831828131e-05,modify|5.78669377548e-05,demonstrating|9.55044317283e-05,territory|8.99421477539e-05,realizing|8.97185509663e-05,dramatic|0.000100318128499,cpu-based|2.647086627e-05,manipulate|0.000132436234869,valuable|8.64948206545e-05,in-depth|0.000106210709813,confinement|2.981852674e-05,messaging|0.000103323505242,matching|0.000102708338099,york|0.00012115490097
enforcement|8.85673422503e-05,emotion|8.31949849811e-05,bay|2.372178145e-05,improvement|3.33367622617e-05,delineate|5.70456035324e-05,heterogeneity|6.15156929628e-05,reconfiguring|8.76831033367e-05,ethnography|5.78650530266e-05,setup|9.55044260356e-05,reorganize|8.99415599807e-05,illuminate|8.97184975134e-05,computer-supported|0.000100317198098,clustered|2.63911611828e-05,depicted|0.000132436234868,data-driven|8.64948192984e-05,native|0.000106210709371,referred|2.9818448964e-05,viewer|0.000103323505145,spread|0.000102708330269,employing|0.000121154899763
vesselnes|8.85665704494e-05,summarize|8.31948103522e-05,residue|2.37080487959e-05,respiratory|3.32688353653e-05,evolf|5.70418439148e-05,juxtaposed|6.15040935893e-05,london|8.76831030882e-05,tuning|5.78620364947e-05,dozen|9.55043612709e-05,clipped|8.9941522636e-05,release|8.9718434539e-05,lod|0.000100316834865,world-wide|2.63736552385e-05,extracted|0.000132436234867,phenomenon|8.64948127538e-05,angle|0.000106210707522,push|2.98141293393e-05,rating|0.000103323505042,revealed|0.000102708327799,predict|0.000121154899188
ensemble|8.85652377553e-05,conversational|8.31946824404e-05,kml|2.36752315502e-05,multi-source|3.3266478894e-05,hemodynamic|5.70305016034e-05,moderated|6.14988958351e-05,whilst|8.76831029431e-05,entitled|5.78614626771e-05,juxtaposition|9.55042846875e-05,storytelling|8.99414178818e-05,calibrating|8.97183521383e-05,cross-filtered|0.000100316693963,subjectively|2.63059770432e-05,meaning|0.000132436234867,polyline|8.64948125055e-05,remarkably|0.000106210707125,actionable|2.98137951504e-05,web-based|0.000103323504106,2001|0.000102708325797,extensively|0.000121154898906
destroyed|8.85638873584e-05,college|8.31945819463e-05,fake|2.36700427691e-05,complementary|3.32659849505e-05,high-order|5.70124563501e-05,invited|6.14988958224e-05,recall|8.76830946521e-05,innovation|5.78585327137e-05,commonly-used|9.5504264842e-05,dirichlet|8.99408315006e-05,projector-camera|8.97183521383e-05,collective|0.00010031650012,space-time-attribute|2.62284323486e-05,cycle|0.000132436234865,revealed|8.64947866631e-05,reveal|0.000106210703998,innovation|2.97585601779e-05,extrema|0.000103323502333,decompose|0.000102708324435,suggestive|0.00012115489804
uninteresting|8.85638797879e-05,abnormality|8.31943745502e-05,genetic|2.36211289797e-05,somewhat|3.32286242038e-05,improvise|5.70040378964e-05,investigator|6.14980781336e-05,occurrence|8.76830840718e-05,lengthy|5.78578133168e-05,unconstrained|9.55041992601e-05,point-based|8.99406446419e-05,helical|8.97182994516e-05,interestingly|0.000100316488479,hitting|2.62284323486e-05,focus+context|0.000132436234857,kind|8.64947819643e-05,finding|0.000106210698157,cone|2.97539751779e-05,basing|0.000103323501937,precomputation|0.000102708323862,aim|0.000121154896657
rail|8.8563670822e-05,2003|8.31936821167e-05,isp|2.36038741672e-05,written|3.32251549742e-05,ubiquitou|5.69849895194e-05,panelist|6.1465850404e-05,suboptimal|8.76828123941e-05,digitally|5.78526831264e-05,came|9.55041754058e-05,prescribe|8.9940563674e-05,resampled|8.97182993998e-05,harder|0.000100316186379,geospatially-referenced|2.62284323486e-05,aid|0.000132436234856,discriminating|8.64947690664e-05,observational|0.000106210691671,pointwise|2.96712495582e-05,comprise|0.000103323501501,matter|0.000102708323202,u|0.000121154895935
imperfection|8.85630958122e-05,priorus|8.31934916631e-05,devising|2.36038741566e-05,unusual|3.32187957431e-05,query-by-example|5.69569856159e-05,organizer|6.14658503635e-05,rhetorical|8.7682810786e-05,rooted|5.78418180592e-05,conducted|9.55041582652e-05,6|8.99403688092e-05,axis-aligned|8.97181837684e-05,formulate|0.000100316176289,applications—information|2.61849319766e-05,offer|0.00013243623484,protect|8.64947669267e-05,separately|0.000106210690726,randomized|2.96620390483e-05,organize|0.000103323500881,skeletonization|0.000102708323086,31|0.000121154895077
biased|8.85630676481e-05,statu|8.31934192707e-05,tmy|2.35862281618e-05,submarine|3.31368740842e-05,modelling|5.69280984612e-05,government|6.14614025561e-05,spuriou|8.76827788407e-05,basing|5.78418180318e-05,acquiring|9.55041555329e-05,latent|8.99401648949e-05,replacement|8.97181836379e-05,county-level|0.000100315852323,experimentation|2.61263409231e-05,speed|0.000132436234837,repeatedly|8.64947580614e-05,avoid|0.000106210689674,treat|2.96571992306e-05,pointer|0.000103323500213,guided|0.000102708315309,indicator|0.000121154894708
sense-making|8.8562057224e-05,splom|8.31932394493e-05,computer-communication|2.35739231651e-05,usefulnes|3.31345170328e-05,granularity|5.68990632502e-05,engage|6.14425799005e-05,stimulu|8.76825301978e-05,pay|5.7835160996e-05,portray|9.55041499016e-05,belong|8.99401212885e-05,scanned|8.97179940573e-05,never|0.00010031355344,exemplar|2.6037800635e-05,240|0.000132436234834,cut|8.64947237784e-05,multi-scale|0.000106210687,s-|2.95458955897e-05,spread|0.000103323500102,hamper|0.000102708310118,finer|0.000121154894482
redo|8.85601383273e-05,unles|8.31931835665e-05,mc|2.35620458644e-05,impeded|3.31224317647e-05,google|5.68931891392e-05,precede|6.14368736678e-05,sliver|8.76825238945e-05,partly|5.78340197511e-05,increasing|9.55041115573e-05,rhetorical|8.99400095572e-05,unprecedented|8.97179476382e-05,merely|0.000100312982468,hatching|2.60093872884e-05,passive|0.000132436234832,low-level|8.6494704388e-05,drilling|0.000106210686451,high-speed|2.95423552685e-05,possibly|0.000103323499547,london|0.0001027083089,centerline|0.000121154893769
semi-regular|8.8559511501e-05,alleviated|8.31931833427e-05,play|2.35577048856e-05,sensory|3.31107468759e-05,clickstream|5.68195981044e-05,uploaded|6.14246319652e-05,increasingly|8.7682504926e-05,non-trivial|5.78336692184e-05,market|9.55040931624e-05,smoother|8.99397801605e-05,corner|8.97178556548e-05,straight-line|0.000100312573314,encountered|2.59871283131e-05,insightful|0.000132436234825,scalable|8.64947038582e-05,cuda|0.000106210681608,schedule|2.95120252922e-05,justify|0.000103323499491,formed|0.000102708308873,1-d|0.000121154893658
signal-to-noise|8.85592462458e-05,small-scale|8.31930969347e-05,trace|2.35478184881e-05,context-aware|3.31055192862e-05,infectiou|5.68073196623e-05,academic|6.14135487381e-05,collaborative|8.76824645838e-05,incoming|5.78223948623e-05,crowd|9.5504074686e-05,invariance|8.99397801339e-05,horizontal|8.97178409318e-05,geographic/geospatial|0.000100312572975,scene|2.59630504799e-05,vtk|0.000132436234819,inspected|8.64947001775e-05,submitted|0.000106210681508,united|2.95094080033e-05,enclosed|0.000103323498277,euclidean|0.000102708308865,subsequent|0.000121154893039
merit|8.85587209913e-05,belong|8.31930363348e-05,analyzed|2.35350709346e-05,humanitarian|3.31055191456e-05,pipe|5.68058091716e-05,seeking|6.14094473768e-05,mobile|8.76824213526e-05,tmy|5.78220722786e-05,depend|9.55040119817e-05,extendable|8.99397800613e-05,establishing|8.97178278629e-05,yielded|0.000100312557727,scholar|2.59572208534e-05,footprint|0.000132436234814,conducted|8.64946985574e-05,studied|0.000106210679114,voxel|2.95078415083e-05,theme|0.000103323497682,shaped|0.000102708306922,shadow|0.000121154892901
