Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
culling|0.000104868748175,landmark|0.000104752728439,deploying|5.40562122693e-05,band|0.000109509982584,multi-attribute|0.00010191496397,google|9.39353892022e-05,laboriou|4.88044950426e-05,presentation—user|4.24639710373e-05,accurately|6.02962027897e-05,criterium|0.000123352228707,germany|5.62495614664e-05,experimentally|0.000113135258429,tag|3.78810892499e-05,badge|7.48429931969e-05,parameter|4.09573161654e-05,age|0.000113431822348,enriching|0.000104081492163,programmed|0.00012086196121,historic|7.93955836735e-05,maneuver|0.000100696991121
radiance|0.000104868747511,square|0.000104752724366,geo|5.40561903993e-05,rounding|0.000109509844208,2d/3d|0.00010191464224,cost-effective|9.39346005495e-05,scatter-plot|4.87903247853e-05,phonon|4.22143355584e-05,luminance|6.02940651763e-05,resolved|0.000123352228702,contributor|5.62301789824e-05,needed|0.000113133885903,instantly|3.78801685988e-05,hotel|7.48379168749e-05,denoising|4.09502809507e-05,begin|0.000113431806004,actively|0.000104081473533,prognosi|0.00012086196112,seam|7.93954041049e-05,delaunay-based|0.000100694205415
sufficiently|0.000104868745303,subsequence|0.000104752719383,comment|5.40552646911e-05,reflective|0.000109509844105,spect|0.000101914254908,enterprise|9.39343115783e-05,nanotechnology|4.87839510803e-05,augmentation|4.2112693465e-05,/|6.02649586235e-05,vicinity|0.000123352227851,internationally|5.62236634292e-05,benchmark|0.000113133521452,high-volume|3.78019265527e-05,formulated|7.48368359426e-05,psychological|4.09298750053e-05,switch|0.000113431799793,absolute|0.000104080551089,delicate|0.000120861961007,sketch-based|7.93947144292e-05,junction|0.000100694205406
ct|0.000104868744906,employ|0.000104752686578,delineate|5.40517367394e-05,blurry|0.0001095098277,augment|0.000101913678626,specimen|9.39337739309e-05,sub-tree|4.8780494069e-05,publication|4.20979145621e-05,orient|6.0254898893e-05,greatly|0.000123352227717,zero|5.61890830127e-05,displace|0.000113132127279,element|3.77859947656e-05,sdk|7.48318641923e-05,enlarge|4.08780785588e-05,neuroscience|0.000113431787285,abstracted|0.000104079655714,composite|0.000120861960915,/|7.93876560845e-05,deconvolution|0.000100689496515
immersed|0.000104868743397,year|0.000104752684185,evolved|5.40511678181e-05,slope|0.000109509005731,intersect|0.000101913426456,stopping|9.39329523542e-05,tuning|4.87726044342e-05,richnes|4.20535684711e-05,uniformity|6.0249502614e-05,automation|0.000123352226869,conformational|5.61782117058e-05,iteratively|0.000113131927435,shell|3.77782906989e-05,implant|7.48298433521e-05,geometry|4.08357108747e-05,supporting|0.000113431653498,somewhat|0.000104079463973,heart|0.000120861960889,wild|7.93870787896e-05,eighteen|0.000100687719586
portray|0.000104868742186,use-case|0.000104752676519,bursty|5.40511362755e-05,deferred|0.000109508705518,band|0.000101913367706,anomaly|9.39317388746e-05,informational|4.86561164763e-05,instantiation|4.2031177995e-05,answer|6.02175773838e-05,exhibit|0.000123352226751,age|5.61599146021e-05,asymmetric|0.000113131623635,intranet|3.77389381685e-05,perceivable|7.48252343558e-05,digitally|4.08229717901e-05,lab|0.000113431601434,signal-to-noise|0.000104079449418,asses|0.00012086196074,asset|7.93839741983e-05,supernova|0.000100687510887
draw|0.000104868739974,span|0.000104752640871,supercomputing|5.40508548236e-05,position-dependent|0.000109508640431,sensory|0.000101913305895,pilot|9.39305237808e-05,feature-rich|4.86529547042e-05,appeared|4.20239564733e-05,target|6.01652212652e-05,user-interface|0.00012335222665,robustly|5.61451876994e-05,annotated|0.000113131145295,projection-based|3.77188335917e-05,magnify|7.48252008071e-05,isocontmy|4.07867544319e-05,indicate|0.000113431560741,speed-up|0.000104079359302,fabricated|0.000120861960738,ideally|7.93818252689e-05,qualitatively|0.000100685997248
organized|0.00010486873903,go|0.00010475260166,casual|5.40480590703e-05,protection|0.000109508251504,richnes|0.000101913305895,protection|9.392882583e-05,retrospective|4.8640081467e-05,asium|4.19884458211e-05,iso-surface|6.01600259523e-05,interview|0.000123352226618,prefiltering|5.60871593226e-05,inception|0.000113130997099,inevitably|3.77122835774e-05,requested|7.48248901139e-05,humanitarian|4.07803725694e-05,systematically|0.000113431472083,gui|0.000104079317189,overlapping|0.000120861960682,fe|7.93817133343e-05,prolonged|0.000100685720369
reason|0.00010486873721,though|0.000104752549085,vc|5.40261835423e-05,standardized|0.000109508251433,stylu|0.000101913305895,synthesize|9.39283969198e-05,mechanic|4.85860723983e-05,boat|4.19408820598e-05,realtime|6.01549255223e-05,scatterplot|0.000123352226559,jigsaw'|5.60765336464e-05,workflow|0.000113129955754,relied|3.76677835968e-05,spoken|7.48220716067e-05,electron|4.07678056727e-05,judgement|0.000113431450772,coder|0.000104078676263,passive|0.00012086196061,6|7.93801019729e-05,many-to-many|0.000100685720285
mip|0.000104868736624,higher-level|0.000104752492603,physically|5.40255060085e-05,negative|0.00010950811538,cleaner|0.000101913305895,algebraic|9.39282217839e-05,overall|4.85384021361e-05,2005-2007|4.19408820598e-05,residing|6.01243928486e-05,industrial|0.00012335222612,may|5.60135097481e-05,mixture|0.000113129179884,presentation-user|3.76664505118e-05,cutaway|7.48191058284e-05,themself|4.07406033563e-05,cut|0.00011343144799,proportion|0.000104078675888,accumulation|0.000120861960164,euler|7.93797514362e-05,fragmented|0.000100685720051
embedded|0.000104868733546,indicate|0.000104752480088,geovisual|5.40197025319e-05,task-tailored|0.00010950787786,temporally|0.000101913259031,eigenvalue|9.3925961166e-05,linking|4.85166850853e-05,ran|4.19008446965e-05,bulk|6.01243928444e-05,textured|0.000123352225436,arrive|5.59216421428e-05,bull'|0.000113129151312,"(eg,|3.76500542709e-05",complication|7.48168015164e-05,logarithmically|4.06978179689e-05,see|0.000113431427152,cross-comparison|0.000104078471228,ranked|0.000120861959983,tag|7.93784370984e-05,contingency|0.000100682986357
reveal|0.000104868732768,manually|0.000104752453926,claim|5.40150815088e-05,miss|0.000109507595671,case-study|0.000101912899018,ty|9.39240619057e-05,orient|4.85150001917e-05,stopping|4.17934857368e-05,format|6.00840518691e-05,home|0.000123352225384,cleaner|5.58143285437e-05,myocardium|0.000113129151243,sentinel|3.76183232226e-05,predictable|7.48126466556e-05,administer|4.06212820766e-05,archive|0.0001134313678,fraction|0.000104076550319,eulerian|0.000120861959557,task-oriented|7.93752526261e-05,latent|0.000100682397387
promote|0.000104868729356,private|0.000104752452445,indeed|5.40150814162e-05,decisive|0.000109507121591,emergency/disaster|0.000101912898866,fake|9.39240427424e-05,np-hard|4.85131608847e-05,artefact|4.17390885193e-05,2002|5.99983359637e-05,remain|0.0001233522251,missing|5.57848002153e-05,meta-information|0.000113129151129,scholar|3.75827463693e-05,stylu|7.47939667649e-05,impose|4.06174260058e-05,fake|0.00011343136053,anova|0.000104075465216,continually|0.000120861959553,instability|7.93747749064e-05,arterial|0.000100681742952
inclusion|0.000104868729242,deploying|0.000104752382313,allocation|5.4002481468e-05,[8]|0.000109506954517,preset|0.000101912835093,curse|9.39235785374e-05,devising|4.84969590086e-05,quantifying|4.1732872083e-05,appealing|5.99543255095e-05,state-of-the-art|0.0001233522248,pen-and-paper|5.57780769629e-05,zero|0.000113128776887,var|3.75481624146e-05,intersect|7.4793939336e-05,fraction|4.0607666474e-05,remind|0.000113431336859,deficient|0.00010407537474,implicitly|0.000120861959467,belong|7.93746308092e-05,cosmic|0.000100676976862
history|0.000104868727366,inception|0.000104752369225,therapeutic|5.40013216621e-05,positive|0.000109505107427,contextualized|0.000101912543584,formalization|9.39235783834e-05,created|4.84868757875e-05,around|4.16425872367e-05,radiograph|5.99316349874e-05,intervention|0.000123352224104,1-d|5.5763738911e-05,diameter|0.000113128537272,sort-last|3.75415360162e-05,sensory|7.47939379535e-05,sliced|4.06066506679e-05,sub-group|0.000113431300215,dichromacy|0.000104075374492,composition|0.000120861959388,condensation|7.93720682825e-05,coronary|0.000100672754247
percentage|0.000104868725525,adopt|0.000104752367514,neurosurgical|5.40013216586e-05,ctum|0.000109504685901,fisheye|0.000101912379499,computer-assisted|9.39235783819e-05,emphasise|4.84705324017e-05,administer|4.16124623559e-05,bridging|5.99202272995e-05,verify|0.000123352222887,clickstream|5.5759124759e-05,setup|0.000113128484622,homeland|3.74080099624e-05,richnes|7.47938976041e-05,truth|4.05995170842e-05,unify|0.000113431281124,adopt|0.000104075036772,anatomy|0.000120861959358,terrorist|7.93708920479e-05,interconnected|0.000100672505433
confusion|0.000104868725184,absence|0.000104752319591,iterated|5.39980397597e-05,correlative|0.000109504282454,cutaway|0.000101911828566,evacuation|9.39216474834e-05,graphics—methodology|4.84579850854e-05,7500|4.15970914975e-05,intentional|5.9920227276e-05,mutation|0.000123352222854,sensory|5.57243729878e-05,semiotic|0.00011312824335,multi-material|3.73846236128e-05,cleaner|7.4793897604e-05,oblique|4.05852434359e-05,indoor|0.000113431239115,coordination|0.000104075028609,back|0.000120861959298,ray-tracing|7.93700479383e-05,navigator|0.000100669846053
perceivable|0.000104868725132,specialist|0.000104752317792,skull|5.39949419067e-05,crowd|0.000109504282395,simulation-based|0.000101911445723,substantiate|9.39211704443e-05,subdomain|4.83986642861e-05,eye-tracking|4.15587487203e-05,therapeutic|5.99195434482e-05,compactly|0.00012335222232,stylu|5.57243726931e-05,error-prone|0.000113128237833,killer|3.73800385882e-05,procedurally|7.47794041263e-05,high-degree|4.05843028467e-05,dataspace|0.000113431186633,seem|0.00010407489186,dominate|0.000120861959287,salient|7.93656204859e-05,streamtube|0.000100667512611
suggestion|0.000104868724496,15|0.000104752312912,appeared|5.39939971959e-05,ecological|0.000109504110848,disaster|0.000101911445718,soil|9.3919045112e-05,putative|4.83986642824e-05,&amp|4.15537881082e-05,hessian|5.99132621384e-05,corpu|0.000123352222122,represent|5.56778234525e-05,sequentially|0.000113128237711,drastic|3.7369704168e-05,missing|7.4776451888e-05,javascript|4.0418680152e-05,impeded|0.000113431156464,translate|0.00010407423669,mosaic|0.000120861959008,precede|7.93652027504e-05,artery|0.000100666090345
caching|0.000104868724225,pose|0.000104752310933,participant'|5.39919665314e-05,substructure|0.000109503959467,remembering|0.000101910620738,doorway|9.3919045112e-05,fraction|4.83973857461e-05,pore|4.14506459694e-05,interpreting|5.99128486008e-05,killer|0.000123352221936,rate|5.56666354932e-05,stylu|0.000113127161517,shortly|3.73582867516e-05,shortcoming|7.47764517295e-05,weaknes|4.04122958088e-05,subsequent|0.00011343115593,salient|0.000104073753938,preproces|0.000120861958847,pearson'|7.93652027449e-05,transportation|0.000100665281923
vga|0.000104868722432,scalable|0.000104752306026,scored|5.3991868229e-05,van|0.000109503005197,tailored|0.000101910608198,older|9.3919045112e-05,methodology|4.83970232259e-05,occlude|4.14036216817e-05,designed|5.99034484224e-05,evolved|0.00012335222136,competitivenes|5.56295409164e-05,photon|0.000113127087142,70%|3.7263393065e-05,poorer|7.47711752699e-05,disrupting|4.04021196091e-05,subtended|0.000113431123724,elusive|0.000104073297966,neighborhood|0.000120861958838,regional|7.93648786677e-05,1999|0.000100663399029
minute|0.000104868720394,evaluating|0.000104752294891,cooling|5.39861016166e-05,cleaning|0.00010950265009,splom|0.000101910467428,compensate|9.39176018563e-05,vertex-based|4.83945474369e-05,participate|4.13922695514e-05,proximity|5.99004839965e-05,quantification|0.000123352221304,multitude|5.55937036113e-05,eye|0.000113126639789,64|3.72558255455e-05,oblique|7.47711710036e-05,continuou|4.03878925869e-05,entrainment|0.000113431118449,decoupling|0.000104073283243,camera|0.000120861958528,cross-scale|7.93633636414e-05,non-destructive|0.000100662294813
encoder|0.000104868719302,adept|0.000104752282076,talk|5.39858045051e-05,multi-step|0.000109502647548,respiratory|0.000101910079394,ensuring|9.39175859656e-05,unfamiliar|4.83689922569e-05,asset|4.13814178798e-05,network|5.98702662242e-05,subsequently|0.00012335222066,stable|5.55814335769e-05,cpr|0.000113126554563,distorting|3.71993464731e-05,masked|7.4771170966e-05,validity|4.03750602427e-05,opaque|0.000113431094192,bridging|0.00010407311001,major|0.000120861958388,functioning|7.93589178832e-05,pathway|0.00010066056697
style|0.000104868719165,collaborator|0.000104752260257,microsoft|5.39785764872e-05,importantly|0.000109501080817,multi-source|0.000101910079385,fish-eye|9.39171972189e-05,intractable|4.8348645996e-05,tracing|4.13765408878e-05,presentation-user|5.98333945269e-05,reconfiguring|0.000123352220299,streaming|5.55662865965e-05,object'|0.000113126331113,deterministic|3.71634871533e-05,microvascular|7.47597701147e-05,"""goodness""|4.035084401e-05",aneurysm|0.000113431090731,intentional|0.000104073108138,teaching|0.000120861958158,terabyte|7.93572143412e-05,person'|0.000100657974475
indexed|0.000104868718136,collaborating|0.000104752256409,geo-spatial|5.39711207527e-05,overlaying|0.000109500515586,restricting|0.000101910033676,buried|9.39169314628e-05,[13]|4.83444982879e-05,opponent|4.1362628203e-05,many-to-many|5.98333944127e-05,navigate|0.000123352219921,adopt|5.55662263333e-05,reformation|0.000113125826251,preventing|3.71623580081e-05,yielded|7.47546592573e-05,emphasise|4.03344639061e-05,severely|0.000113431087386,configure|0.000104072989813,footprint|0.000120861958068,incident|7.93558831633e-05,click|0.000100656433304
shader|0.000104868716559,paging|0.000104752252669,planetarium|5.39699974372e-05,skull|0.000109500436687,situated|0.00010190993132,rf|9.3916357183e-05,endeavor|4.83358977711e-05,influential|4.11608345956e-05,fragmented|5.98333943409e-05,resemble|0.000123352218969,biochemical|5.54968001961e-05,2002|0.000113125766756,calculu|3.71069305284e-05,user-generated|7.47509885163e-05,intra-operative|4.02810830574e-05,saving|0.000113431074533,pursue|0.00010407282819,rotation|0.000120861958036,lyapunov|7.93555070722e-05,summative|0.000100655930876
informally|0.000104868716349,viewed|0.000104752232791,emissive|5.39699974143e-05,scholar|0.000109500208006,qualitatively|0.000101909762301,rfa|9.39163562915e-05,centrally|4.83335233618e-05,humanitarian|4.11426037396e-05,latent|5.9731277585e-05,clarify|0.000123352218963,discussed|5.54941658887e-05,saliency|0.00011312570366,legal|3.70644193231e-05,hampered|7.4750183416e-05,alamo|4.02723270112e-05,scan|0.000113431054642,pivot|0.000104072826277,twenty|0.000120861957961,canonical|7.93507213335e-05,broadcast|0.000100655550903
portraying|0.000104868715076,reasoning|0.000104752231559,knowledge-assisted|5.39493564973e-05,externalization|0.000109500207778,resorting|0.000101909682871,envelope|9.39162518688e-05,commerce|4.83303112465e-05,decomposition|4.11071814654e-05,reliability|5.9729829407e-05,localize|0.000123352218631,well|5.54509839699e-05,questionnaire|0.000113125328619,smoothly|3.70444052634e-05,ibfv|7.47499281786e-05,72|4.02723270093e-05,literature|0.000113431052406,preserved|0.000104072760264,statistical|0.00012086195792,gender|7.93445154183e-05,push|0.000100653980577
lense|0.000104868715048,ray-tracing|0.000104752214834,emergency|5.39487630958e-05,wayfinding|0.000109500113617,gpu-based|0.0001019096592,rearrange|9.39156626992e-05,protect|4.83303111759e-05,classifier'|4.10743252161e-05,formidable|5.97274285493e-05,competitive|0.000123352217989,picture/image|5.5449342877e-05,patient'|0.00011312507939,amplifying|3.70229042821e-05,involvement|7.47417428259e-05,viable|4.01912242142e-05,overlooked|0.000113431038422,cross-filtering|0.000104071890643,slouse|0.000120861957811,unexplored|7.9343178529e-05,wireframe|0.000100653249908
summarizing|0.000104868714545,subsequently|0.000104752212687,pronounced|5.39455182246e-05,occasionally|0.00010949956548,sentinel|0.000101909459909,time-critical|9.39153454975e-05,equipped|4.82389177081e-05,definite|4.10134961363e-05,personality|5.97209996772e-05,dog|0.000123352217325,crisp|5.53910610196e-05,cardiac|0.000113124971922,intense|3.697980978e-05,fcc|7.4740920798e-05,outperform|4.01773785444e-05,explicit|0.000113431027893,ranking|0.000104071077855,aware|0.000120861957766,hypothesize|7.93317775475e-05,neurosurgeon|0.000100653243149
physically|0.000104868710724,sort|0.00010475220919,validating|5.39454709285e-05,qualitatively|0.000109499565403,menu|0.000101909098946,bare|9.39130636833e-05,subtended|4.8228618635e-05,vertically|4.1000315459e-05,locu|5.97209994544e-05,skeletonization|0.000123352217282,contain|5.53899972277e-05,rail|0.000113124820558,subdivided|3.69611725655e-05,multimodal|7.47407038031e-05,triangle|4.01662923786e-05,intersecting|0.000113431023889,straightening|0.000104070693721,dimensionality|0.000120861957724,changed|7.93309159408e-05,remind|0.000100652307608
ratio|0.000104868710219,attention|0.000104752197544,multi-volume|5.39417454445e-05,preset|0.000109499248958,investment|0.000101908878385,cross-comparison|9.39130535952e-05,perhap|4.82248976832e-05,investigator|4.09782285167e-05,aerosol|5.96282203171e-05,devoted|0.000123352217149,full|5.53804561003e-05,aperture|0.000113124596587,pointed|3.69597267785e-05,wide-spread|7.47350430821e-05,rgb|4.0148095573e-05,4|0.000113431021022,outperform|0.00010407060683,thorough|0.000120861957714,glean|7.93305757385e-05,interleaved|0.000100651390586
platform|0.000104868709179,robot|0.000104752190988,sentiment|5.39392768338e-05,shell|0.000109498905014,informing|0.000101908878321,flattened|9.39124270534e-05,delay|4.82196123292e-05,quality|4.09524331652e-05,standard|5.95994271371e-05,convention|0.000123352217142,miscellaneou|5.53743186365e-05,closer|0.000113124351755,preintegration|3.68586888975e-05,humanity|7.4734559222e-05,connection|4.01009789547e-05,referred|0.000113431005751,intelligibly|0.000104070331158,conveniently|0.000120861957612,55|7.93302785957e-05,human-centered|0.000100650635024
pixel-based|0.000104868708798,dithering|0.000104752190794,sort-last|5.39373194624e-05,50|0.000109497826986,seasonal|0.000101908791312,conjunction|9.39122608265e-05,upcoming|4.81871512723e-05,biopsy|4.08575086536e-05,counting|5.95810435859e-05,clustering|0.000123352217084,spf|5.53540629976e-05,reordering|0.000113124281831,conceptualization|3.68105635471e-05,conduct|7.47315864447e-05,management|4.00920469763e-05,separated|0.000113430985609,jittering|0.000104070331074,pre-computed|0.00012086195752,transitional|7.93283179344e-05,pt|0.000100650536197
quantify|0.000104868707905,refined|0.000104752188948,informed|5.39314739076e-05,cardinality|0.000109497241079,stylized|0.000101908596477,&amp|9.39121634075e-05,n-d|4.81807646887e-05,horizon|4.08553190011e-05,putative|5.95663079793e-05,synthesize|0.00012335221708,conditioning|5.53260185928e-05,3d-texture|0.000113124165434,experimenting|3.67259314272e-05,elliptical|7.47314432307e-05,right|3.99958500163e-05,refined|0.000113430964119,entropy|0.000104069947164,training|0.000120861957495,specially|7.93271028499e-05,psychological|0.000100649990166
morphing|0.000104868707626,distance-based|0.000104752185581,/|5.39270230866e-05,bundled|0.000109496843225,variance|0.000101908465607,time-integration|9.39117339341e-05,three-dimension|4.81619148234e-05,incomplete|4.08029508231e-05,substitution|5.95603202635e-05,call|0.00012335221687,heat|5.52782024474e-05,editable|0.000113124141283,multi-projector|3.67165066017e-05,curation|7.47258878416e-05,stochastically|3.99868388997e-05,1-d|0.000113430936394,beforehand|0.000104069802922,canonical|0.000120861957447,equipped|7.93270995334e-05,hm|0.000100649336617
angle|0.000104868707188,see|0.000104752170498,analogue|5.39268124232e-05,thick|0.000109496843225,remember|0.000101908365358,folding|9.3910872405e-05,categorized|4.81281904486e-05,user-controlled|4.07914717787e-05,received|5.95116085885e-05,potentially|0.000123352215892,election|5.52488248762e-05,conditioning|0.000113123942141,subgroup|3.66334329887e-05,assistive|7.47219918879e-05,organisation|3.99703448152e-05,recorded|0.000113430936163,cvd|0.000104069764016,eight|0.000120861957407,extrapolate|7.93265462616e-05,marshalling|0.000100649336501
retaining|0.000104868704543,utility|0.00010475216686,em|5.39240364447e-05,case-study|0.00010949678965,compose|0.000101908218628,expert's|9.39104248355e-05,double|4.81142436462e-05,adopting|4.07317339911e-05,agenda|5.94902211284e-05,delineate|0.000123352215376,displace|5.52468979677e-05,script|0.000113123835422,estimated|3.65873058056e-05,debate|7.47146385916e-05,quantified|3.99621941905e-05,equivalent|0.000113430918375,annotate|0.000104069624337,top|0.000120861957297,winner|7.93250974184e-05,earthquake|0.000100649086946
continent|0.000104868703302,followed|0.000104752157153,economist|5.39211514224e-05,emergency/disaster|0.000109496789503,money|0.000101908157045,anova|9.39096840625e-05,arterial|4.80285096351e-05,legal|4.07089290004e-05,physically|5.94731826562e-05,intersection|0.000123352215357,occlude|5.52294313073e-05,keep|0.000113123773392,quality|3.65864169108e-05,diameter|7.47109386436e-05,biase|3.99187537234e-05,tradeoff|0.000113430869411,pt|0.000104069456223,judiciously|0.000120861957081,categorized|7.93229869247e-05,proximity|0.000100645962965
impacted|0.000104868702268,needed|0.000104752154506,1000|5.39191684218e-05,physically-based|0.000109496754863,gracefully|0.000101907898045,fruitful|9.39096839629e-05,tubular|4.80276598668e-05,unpredictable|4.07080425979e-05,ambient|5.94044741196e-05,growing|0.000123352215253,briefly|5.51665629909e-05,filtered|0.000113123715866,picture/image|3.65245956706e-05,c2|7.4703372744e-05,high-|3.98516048751e-05,broad|0.000113430846133,glyph-based|0.000104068456592,comment|0.000120861956867,labeled|7.93229586753e-05,alongside|0.000100645512201
manipulated|0.00010486870214,neuroscientist|0.000104752146279,reflectance|5.39048869057e-05,pivotal|0.000109496589395,person'|0.000101907524746,spent|9.39096263292e-05,hypercube|4.79965327791e-05,offline|4.06983547606e-05,hurricane|5.9392587573e-05,seven|0.000123352215218,pie|5.51346132736e-05,multiform|0.000113123334013,inadequate|3.64437504908e-05,suspiciou|7.46997196135e-05,pan|3.98350200364e-05,happening|0.000113430839265,fruitful|0.000104067832409,guidance|0.000120861956812,ethnicity|7.93201304426e-05,da|0.000100643613469
hue|0.00010486870066,electrical|0.000104752137767,closed-form|5.39048178574e-05,narrow|0.000109496327271,smoother|0.000101907200503,airline|9.39093695492e-05,cleaning|4.79477854465e-05,precede|4.06944262639e-05,sculpting|5.93731358713e-05,round|0.000123352215125,in-between|5.5108652969e-05,altered|0.000113123326435,linux|3.63646607576e-05,sketching|7.46987907792e-05,fairing|3.98130583467e-05,landmark|0.000113430810836,network-based|0.000104067532873,keyword|0.000120861956594,169|7.931904223e-05,informal|0.000100643041828
paid|0.000104868700217,trend|0.000104752130085,educational|5.39047476912e-05,home|0.000109496222594,galilean|0.000101907200313,presentation¿user|9.39091454602e-05,bulk|4.79148237377e-05,table|4.06835315771e-05,ethnicity|5.93532001292e-05,propagate|0.000123352214871,audience|5.51039436567e-05,deploying|0.000113123071731,aerial|3.6312332999e-05,embedder|7.46968891964e-05,capability|3.98129317824e-05,inference|0.00011343080065,visualization-driven|0.00010406751856,disseminating|0.000120861956568,systems]|7.931904223e-05,instantiation|0.000100642269287
overplotting|0.000104868699882,observe|0.000104752130019,recall|5.39036231815e-05,timeseries|0.00010949601268,extendable|0.000101907200313,self-intersection|9.39089085783e-05,wide-spread|4.78965682216e-05,awarded|4.05473855818e-05,skull|5.93341549975e-05,dedicated|0.000123352214861,consistently|5.50916375748e-05,labelling|0.000113123022866,unles|3.62947684217e-05,multi-level|7.46967640726e-05,interdependency|3.98101487277e-05,color-coded|0.000113430800371,radviz|0.000104067347667,afford|0.000120861956541,[user/machine|7.931904223e-05,folding|0.000100641054878
isovalue|0.000104868699715,commonly-used|0.000104752123256,astrophysical|5.39035527862e-05,simulation-based|0.00010949596248,participant's|0.000101907044103,met|9.39082097985e-05,initialization|4.78742920804e-05,conjoint|4.04755665744e-05,data-dependent|5.92969797393e-05,meeting|0.000123352214747,/|5.50291603066e-05,money|0.000113122307844,precede|3.62458278931e-05,consensu|7.46927559829e-05,absolute|3.98047591209e-05,implication|0.000113430787593,metal|0.000104065392999,analyst'|0.000120861956455,[visualization]|7.931904223e-05,formative|0.000100640330604
high-order|0.000104868699152,true|0.000104752115817,flipping|5.38975523391e-05,integrate|0.000109495614131,per-pixel|0.000101906962443,fastest|9.3908081591e-05,hessian|4.78575247371e-05,priority|4.04073404869e-05,brighter|5.92670009608e-05,trend|0.000123352214368,every|5.5011213259e-05,concavity|0.000113122277173,federal|3.62413854935e-05,practically|7.46875347368e-05,nose|3.97824993409e-05,health|0.000113430781959,portray|0.000104065225795,delaunay|0.000120861956381,release|7.93176026576e-05,collective|0.000100638028848
high-level|0.00010486869879,posses|0.000104752112296,argumentation|5.38849258475e-05,benchmark|0.000109495345453,latent|0.000101906893758,supplemented|9.39077774629e-05,government|4.78555990594e-05,intrinsic|4.02641603124e-05,amplifying|5.92381220697e-05,ellipsoid|0.000123352214078,showcased|5.49895702292e-05,clinical|0.000113122255431,fcc|3.623238859e-05,culprit|7.46836973133e-05,thereof|3.97505297449e-05,raised|0.000113430768895,wireles|0.000104064946564,creating|0.000120861956346,stretching|7.93152257819e-05,vantage|0.000100637606815
every|0.000104868698445,compelling|0.000104752106047,ubiquitou|5.38833545739e-05,cheap|0.000109495166222,twice|0.000101906134006,remeshing|9.39077417387e-05,weakness|4.78137674391e-05,bidirectional|4.02040892778e-05,invented|5.92339075021e-05,deployed|0.00012335221405,halo|5.49522054137e-05,conjunction|0.000113122125123,dirichlet|3.61982477895e-05,diff|7.46836970881e-05,resulting|3.97422636371e-05,in-between|0.000113430754322,occlusion-free|0.000104064928941,harnes|0.000120861956286,ebay|7.93103997204e-05,intervention|0.000100636621697
introducing|0.000104868698295,dangerou|0.00010475208021,self-intersection|5.38773075199e-05,labeled|0.000109494592889,hcus|0.000101906064723,comply|9.39077417213e-05,pig|4.78069449915e-05,maximized|4.01254500432e-05,subdomain|5.92229605511e-05,neighborhood|0.000123352213983,obscure|5.49083897851e-05,lightnes|0.000113121376532,straightening|3.61427047794e-05,administer|7.46836969571e-05,sph|3.96990143541e-05,interview|0.000113430724458,fisheye|0.000104064912629,e|0.000120861956165,alongside|7.93092193498e-05,supplemented|0.000100636567432
satisfy|0.000104868698154,exploiting|0.000104752077989,vertically|5.3872600008e-05,centrally|0.000109494508617,pof|0.000101905686588,human-in-the-loop|9.39069597527e-05,third|4.78002965445e-05,max|3.99899323831e-05,indexed|5.91274151227e-05,compromising|0.000123352213733,airline|5.49083897742e-05,ray-tracing|0.000113120765621,mc1|3.60887185709e-05,curse|7.46787619019e-05,labelled|3.96626250736e-05,consecutive|0.000113430722155,rubber|0.000104064534124,insightful|0.000120861955884,schedule|7.9308998569e-05,chance|0.000100636307788
causal|0.000104868696018,collectively|0.000104752076985,techniques—user|5.38689400762e-05,ty|0.000109494493973,crowd|0.000101905670046,vga|9.3906949234e-05,glean|4.77791001974e-05,seam|3.98858097056e-05,dendrogram|5.9071393335e-05,broad|0.000123352213688,label|5.48899990776e-05,mysql|0.000113120380454,color-coding|3.59753132878e-05,formalization|7.46787617907e-05,together|3.96583524948e-05,facilitating|0.00011343069874,euler|0.000104064313538,commodity|0.00012086195585,propagated|7.93078322932e-05,pitfall|0.000100636039556
lab|0.000104868695313,learned|0.000104752071283,instantiation|5.38689400502e-05,bundling|0.000109494277117,curation|0.000101904913794,selector|9.39069492233e-05,envelope|4.77557020295e-05,recovered|3.98830451433e-05,human-in-the-loop|5.90306383081e-05,inaccurate|0.000123352212658,negative|5.48769428502e-05,amplifying|0.000113120168047,imagine|3.59441138885e-05,packet|7.4676938586e-05,editable|3.9633202724e-05,colleague|0.000113430695791,decouple|0.000104064088175,attention|0.000120861955821,interdependency|7.93037531342e-05,delineate|0.000100635701326
succinct|0.000104868694634,cyclic|0.000104752064832,modularized|5.38689400008e-05,broadly|0.000109493984378,usa|0.000101904518398,bounded|9.39068366991e-05,failing|4.77354125669e-05,supply|3.98003521248e-05,masking|5.89547310004e-05,formal|0.000123352212377,markov|5.48525692173e-05,skeletonization|0.000113120165643,divided|3.57224528925e-05,instrumented|7.46748223229e-05,heritage|3.95887898193e-05,rarely|0.000113430694097,250|0.000104063981885,disparate|0.000120861955815,economist|7.93014619824e-05,diseased|0.000100633621947
