Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
become|0.000408429916085,submarine|0.000216463180861,researcher|0.000514306950126,ineffective|0.000336794254954,central|0.000172684737719,needed|0.000336487401484,quantity|0.000192531170184,thi|0.000325783653941,enhance|0.000189852149273,explored|0.000246170024077,automate|0.000257341596254,ice|0.000322145401421,identified|0.000174356255692,redistribute|0.000821220702918,debate|0.00034747988233,general|0.000416727835314,evolving|0.000363526088713,focu|0.000224227192493,sketching|0.000475812690352,clipping|0.000287015021424
consist|0.000407857053453,computational|0.000216239863245,determine|0.000511111816484,corner|0.000336225471326,graphic|0.000172506366285,also|0.000334205420709,graphic|0.00019241471596,second|0.000325584919064,ratio|0.000189790400122,queue|0.000244828019793,wire|0.000257136259322,college|0.000321879898719,visualize|0.000174235357415,pixel|0.000820440466829,clear|0.000346159950381,ymy|0.000413706250115,improving|0.000362757343602,change|0.000223773784573,bandwidth|0.000475091089242,microsoft|0.00028656777278
principal|0.000407353804716,verification|0.000216198128438,quick|0.000510396847449,compressing|0.000336142727217,bioinformatic|0.000172471724258,coalesce|0.000332092935708,overview+detail|0.000191774902294,flitter|0.000324779401681,exaggerate|0.000189216588347,visualization|0.000244648684554,convolution|0.000257065290202,databasis|0.000321850392551,inherent|0.000174120311044,implementation|0.000819423501967,agent|0.000345859027355,fast|0.000413278599188,apart|0.000362104113489,planet|0.000223524042338,paradigm|0.000472784387068,conceptual|0.000285137794188
ie|0.000405171313659,co-occurrence|0.000216098946005,speed|0.000509821678399,rasterization|0.000332737466808,challenge|0.000172175475935,collaboratively|0.000331308767615,engineering|0.000191724320668,noteworthy|0.000323042533397,system|0.000189174329467,spirit|0.000244405663581,fit|0.000256450140912,photograph|0.000321777312167,natural|0.000174074250788,insufficient|0.000816219461451,capability|0.00034519714686,allow|0.000413135165702,object|0.000361595656114,plane|0.000222388173736,stability|0.000472564358773,within|0.000284959385472
tubular|0.000403103435753,easily|0.0002137005922,correlate|0.000508772493224,state|0.00033019920952,content|0.000172027903882,3-d|0.000331226155517,geometry|0.000189706744131,facial|0.00032294876096,intelligibly|0.000188821681956,texture|0.000243301314648,surface|0.000256022905838,open|0.000320690834947,database|0.000174016828269,les|0.000815010852301,drawing|0.000343411636474,lighting|0.000411558083112,preintegrated|0.000360747358791,visualized|0.00022183934084,respect|0.000471517257748,lack|0.000284409195677
eigenvector|0.000402893598507,sampling|0.000212886849275,velocity|0.000508676225926,lic|0.000329565202457,process|0.000171416693112,instead|0.000330936914738,disk|0.000189422489128,long|0.000322486490106,per|0.000188798131256,give|0.000242593346789,realized|0.000255862730955,alone|0.000320031070825,shading|0.000173967183163,iteratively|0.000810966348585,hypertext|0.000342770455756,employing|0.000410800668197,coefficient|0.000360607550402,restricted|0.000221314714256,removed|0.000470392427916,high-end|0.000284407703419
fast|0.000401018229454,hierarchical|0.000212687090374,mechanism|0.000506572823013,time|0.000328980639053,importance|0.000171212099034,generated|0.000330902549259,iteration|0.000189235420037,conformational|0.000321207933959,armed|0.000188370053915,important|0.000241075741785,pot|0.000255453318413,author|0.000314080455011,basic|0.000173802508489,focuse|0.000803897860114,follow|0.00034219987183,made|0.000410323623044,imaging|0.000359917536826,meshing|0.000221134222573,computed|0.000469779705575,shape|0.000284276198366
bring|0.000400936136981,amr|0.000210533664467,fitting|0.000499471985621,flow|0.00032710529158,massive|0.000170824566918,simulated|0.000330637506596,comprehend|0.000188890381602,old|0.000321186067487,allowing|0.000188347841608,mutual|0.000240554340182,quality|0.00025460630758,balancing|0.00031384796726,represented|0.000173756400617,suitable|0.000803060608776,amplitude|0.000341203008944,put|0.000408708347002,iso-surface|0.000355846831336,computer|0.000221090905216,plane|0.000466459182696,achieving|0.000283861392223
representation|0.000399953531984,combination|0.000210432732626,volumetric|0.000499179573482,particular|0.000324691673053,execution|0.000169597832862,fused|0.000319924642131,stream|0.000188639027834,addres|0.000320458444213,application|0.000188079551818,scheme|0.00023999411364,provide|0.000254210446672,attenuate|0.000313120668999,inform|0.000173641110221,speed|0.000800179324362,described|0.000340989899395,piece|0.000406651017377,three-dimensional|0.000355636686606,relative|0.000220765511119,behind|0.000464189350448,color|0.000282869564608
relationship|0.000398606274846,facility|0.000209997214773,useful|0.000498659510703,introduced|0.000323518636429,motivated|0.000169086545528,completed|0.000319114687348,geodemographic|0.000188438331902,mean|0.00031988421213,conceptual|0.000187981976889,relevance|0.000239189579577,involved|0.000254142455501,embassy|0.00031278981876,continuou|0.000173309712999,matrix|0.000799019608459,realtime|0.00033991813766,search|0.000405952846084,understand|0.000354487680571,accept|0.000220319222605,dissimilarity|0.000463108508365,composed|0.000282768622356
information|0.000397137682445,readily|0.000209609735606,every|0.000498376519044,holistic|0.000322002012143,conformational|0.000169021370051,partial|0.000318196736262,discussed|0.000188281382629,time|0.000319829949672,1|0.000187822768878,geometric|0.000237553598908,thu|0.000251170612525,baseline|0.000312765043268,game|0.000173039626286,scatterplot|0.000795250132764,scan|0.000339636793835,emailtime|0.000403440232569,gradient|0.000353961081057,unified|0.000219925589919,ha|0.000462711133478,lookup|0.000281916353274
fe|0.000395839267056,recognizable|0.000208908683105,equivalent|0.000498228255294,exhibited|0.000321800477552,applying|0.000167291426757,bridging|0.000315115778131,protein|0.000187838658633,lack|0.000319757019853,extraction|0.000186952016244,resulting|0.000237136046469,current|0.000251127381343,step|0.000312651786407,noise|0.000172870324106,upon|0.00079520214285,clarify|0.000339475949805,visible|0.000402840181198,planning|0.000351862625891,cosmic|0.000219531498148,coordinated|0.000457314504166,icon|0.000281580419259
entire|0.000394842043849,fmy|0.000208215548728,stres|0.000497081936548,decoding|0.000319914622847,visualize|0.000166898136967,together|0.000314742095154,eg|0.000187119140335,advancing|0.000319219244048,emphasize|0.000186731018186,field|0.000236806148452,like|0.000250413768883,deformation|0.000311647472704,overcome|0.000172869640297,extended|0.000794619997407,considering|0.000338618923954,body|0.000401788118922,input|0.000351049088387,boundary|0.000218880331087,focusing|0.000457076643008,fast|0.000280445251969
position|0.000391094043726,ray-casting|0.00020790721516,instead|0.000496603968842,even|0.000319655918862,user-defined|0.000166794561388,workbench|0.000312844508774,unveil|0.000186793257955,whiteboard|0.000318415430135,generate|0.000186230321997,simulating|0.000236421439981,whiteboard|0.000249689636279,accurately|0.000308471729283,solution|0.000172397544695,lead|0.000793968001784,simulated|0.000338396597474,typically|0.000400617372213,image|0.000349275102814,visualizing|0.000218567654439,together|0.000455764209852,arterial|0.000280072255074
patch|0.000390603448432,produce|0.000207625637768,offering|0.000496002794116,problem|0.000319169816282,point|0.000166317533793,multiple|0.000312122701053,large|0.000186780565986,bibliographic|0.000318355097171,analysi|0.000186063919622,transfer|0.000236147424597,polygonal|0.000249168173021,rivet|0.000308373529156,simulate|0.000172317286611,pc-mrus|0.000793551519423,quantity|0.000336666127574,iso-surface|0.000400524399569,transparent|0.000348470861026,describe|0.000216966238911,first|0.00045437110595,load|0.00027994585584
differential|0.000389839717816,present|0.000207431856665,daily|0.000495911048797,dichromat|0.00031890059111,singularity|0.00016549366527,confronted|0.000311994427712,essential|0.000186581858697,multi-faceted|0.000318286251868,sufficient|0.000185932704445,source|0.0002361241157,manner|0.000248517190255,gradually|0.00030799322506,robust|0.00017220748059,fully|0.000793232986926,shown|0.00033646635982,technical|0.000400020580423,extract|0.000348297938989,pc|0.000216422755111,possible|0.000453032519953,prohibitively|0.000279791091972
experimentally|0.000388695288223,covering|0.000206524470995,popular|0.000495552538729,divided|0.000317497055189,diseased|0.000164951808441,ethnographic|0.000310845476897,support|0.000186150469638,strategy|0.000317994956922,enriched|0.000185375875529,constraint|0.000235850682618,multi-variate|0.00024734862059,example|0.000307912180207,generalize|0.000172205032554,exploit|0.000786918280602,color|0.000336295106328,multi-projector|0.000397879105505,number|0.000346527700417,unix|0.000215977255349,novice|0.000448225153185,smoothing|0.000278679451072
system|0.000386367564865,primary|0.000206438824126,calendar|0.000492074092879,knowledge|0.00031636492536,separatrice|0.000164438307385,insight|0.000308744251048,minimal|0.000186117877955,traversing|0.000315814137033,systems]|0.000185375874643,corresponding|0.000233158205916,direction|0.000246665241183,gi|0.000307543478304,research|0.000172073108268,take|0.000786421182831,export|0.0003362651324,processing|0.000397836993865,ordered|0.000344931506904,restrict|0.000215675407026,cache|0.000446890158246,visualizer|0.000278353822802
raw|0.000385416518174,important|0.000206378988834,group|0.000490998308024,without|0.000315492203729,biochemical|0.000164247921865,dimensional|0.000308620619547,formidable|0.000186038571981,especially|0.000315551690579,[visualization]|0.000185375874643,connection|0.000232836754365,user|0.00024435937921,location|0.00030753561435,principal|0.000171975703985,improved|0.000784893971946,hierarchical|0.000336244672306,degradation|0.0003978292129,best|0.000344344272631,chosen|0.000214849475402,language|0.000444181723879,discuss|0.000276856935835
clas|0.000385220322592,along|0.000206295643274,need|0.000488500068275,beam|0.000315356518357,crowdsourcing|0.000164132038568,within|0.000308247969358,supercomputer|0.000185671296642,clarify|0.000315301958634,169|0.000185375874643,42|0.000232736398981,test|0.00024372044849,congestion|0.000305265672109,time-period|0.000171958878247,specimen|0.000784758126655,plain|0.000335576410149,tmy|0.000396937907141,perform|0.000343565894551,pc-mrus|0.000214594777909,massive|0.00044140711104,run|0.000276713266001
neighboring|0.000384906417652,tweaking|0.000205789940291,practical|0.000488361438488,catalog|0.000312876239896,level-of-detail|0.000164131651326,pointing|0.000308191797773,outset|0.000185369490959,development|0.00031508966356,[user/machine|0.000185375874643,complex|0.000231803674462,produce|0.000243141702867,execute|0.000302758172508,feature|0.000171756692386,dependent|0.000784002405329,explore|0.000334979986528,visualizing|0.000395281613563,homology|0.00034285196862,inflow|0.000214593364936,pair|0.000441288009043,uncover|0.000276599156958
fund|0.000380821832677,stream|0.000205740770819,continuou|0.000485858502171,converting|0.000312226238483,allows|0.000163963998273,indicate|0.000307449270283,explorer|0.00018413649151,visually|0.000314165271533,slice|0.000185272866079,specification|0.000231564634193,performance|0.000242521219888,show|0.000302708218249,either|0.000171715869376,plot|0.000782211036319,completely|0.000333816723448,diffuse|0.000394522086398,ratio|0.000341736526573,ws|0.000214593364679,keeping|0.000438736835208,method|0.000276082310478
allocation|0.000379984657966,extent|0.000205173150393,week|0.000480301370463,robot|0.000312131558611,lengthy|0.000163939271974,gravity|0.000304086449935,relationship|0.000184012006792,regularization|0.000313482437992,wall-sized|0.000184994685883,watson|0.000231372168563,wide|0.000241836024087,aimed|0.000302696539979,calculated|0.000171710164391,phenomena|0.000777574373567,found|0.000331843147554,computation|0.000393747790421,reducing|0.000341678350166,improvement|0.000214535728526,scaling|0.000438527196485,time|0.000274436809223
ring|0.000379341297645,introduction|0.000204714797317,variety|0.000480292698794,traditionally|0.000312033695197,predict|0.000163920145305,unsteady|0.000303953084731,proved|0.000183989644766,cost-effective|0.000312897687536,specialize|0.0001848789781,influence|0.000230298500543,dataset|0.000240982262535,ordinary|0.000301208405831,development|0.000171547142354,harmonic|0.000775612711502,way|0.000331313163386,minimization|0.000393381168032,visual|0.000341481867291,fraction|0.000214469590266,related|0.000437111494224,blood|0.000272990803447
sample|0.000378537596875,client|0.000204275082345,directly|0.000479639204544,combination|0.000310914717923,screen|0.000163201560827,cull|0.000302687897953,overcome|0.000183420114752,parallel|0.000312615709827,based|0.000184768201058,generating|0.000228335078349,associated|0.000240865267226,occlusion|0.000300972911366,variable|0.000171535856409,establish|0.000775443217432,environment|0.000330236207677,aid|0.000392948009258,stage|0.000340517766365,dimensional|0.0002142219972,component|0.000436898130516,case|0.000272619882787
form|0.000373776837222,acoustic|0.000203916767664,format|0.000476186412674,somewhat|0.000309719528617,collaboratively|0.000163020653946,relating|0.000302345229418,possible|0.000182458395353,famou|0.000311190671083,workstation|0.000184644498982,denser|0.000228303204118,individual'|0.000239879145375,control|0.000300761913361,widget|0.00017137793805,refinement|0.000773017800468,demand|0.000329814877003,pleasing|0.000392696712047,test|0.000338555776847,easy-to-use|0.000214187465127,new|0.000436343204132,surface|0.000271357281947
structured|0.000372433322214,winner|0.000203834716483,contain|0.000474134443636,painting|0.000308432824512,requirement|0.000162331308564,current|0.000298105520291,concert|0.000181912430089,life|0.000309508079728,exploded|0.000184388862625,coherence|0.000227170963452,effective|0.000237415703298,good|0.000298934023659,action|0.000170976816709,vortice|0.000772754198522,effective|0.000328637744318,multilevel|0.000392312482946,navigate|0.000338536764055,occur|0.000213921194437,assigned|0.000436175770652,several|0.000267508513267
fingerprint|0.000368579065547,elegant|0.00020336743472,gpu|0.000473789245107,parameter|0.000307617705756,polari|0.000162088793988,incurred|0.000297821435497,founded|0.000181912430085,aspect|0.000308983279031,distribution|0.000183171992899,20000|0.000226722975906,addressed|0.000237091687971,non-standard|0.000297979097659,sense-making|0.000170913431112,potential|0.000770449683218,calculate|0.00032849955549,rather|0.000392193782578,choose|0.000337507914034,tensor|0.000213813670515,tag|0.000434124937992,visualizing|0.000267440753535
continuity|0.000367845638952,analyzed|0.000202983138296,visualisation|0.000471865308527,position-dependent|0.000307256347256,maximum|0.000161602020428,directly|0.000296779477087,compared|0.000181787913548,explore|0.000307993898539,visualize|0.000183134965961,minimize|0.000226431676493,tell|0.000236546713828,said|0.000297567865729,sequence|0.000170844593217,fit|0.000769653148282,showing|0.00032824414232,presentation|0.000391175348338,optimization|0.000334250442638,graphic|0.000211391021704,converge|0.000433279838082,standalone|0.000265201824544
display|0.000367381691845,well|0.000202229956051,cycle|0.0004684570336,assure|0.000307202665888,trisector|0.000161134827507,layout|0.000296767098084,qualitative|0.000181780082025,hypothetical|0.000307664597438,using|0.000182315887197,integrated|0.000225239669543,difficulty|0.000236329747832,multi-frequency|0.00029707002886,distributed|0.000170838098075,polyp|0.000767837275997,projection|0.000327629473599,hidden|0.000389984693452,typically|0.000333558608864,advantage|0.000211066606725,either|0.00043025700031,value|0.000264936647767
illustrate|0.000367224212727,splatting|0.000201052975745,first|0.000468188080971,layer|0.000307063553284,wedge|0.000161134827507,prove|0.000296184887525,unexplored|0.000181488558669,order|0.000305699770869,science|0.00018074044761,dataset|0.000225104120709,could|0.000235997067166,paging|0.000296955959959,allow|0.000170832604103,fundamental|0.000767451238915,occurring|0.0003259363433,material|0.000389344356755,level|0.000333510085312,distance|0.000210566856339,semantic|0.000429435732396,terms&#|0.000263884736685
intuitively|0.000365608730059,visualized|0.000200694175707,bayesian|0.000465886796263,number|0.000306716120985,compressed|0.000161001117921,analyzing|0.000294512373073,corporate|0.000181201986591,area|0.000305063668319,idea|0.000180476407625,tree|0.000225019958109,archivist|0.000235704905717,portal|0.000296588221339,nature|0.000170794940229,arbitrarily|0.000766678186196,primary|0.00032525606075,full|0.000388597164984,researcher|0.000332433981548,clinically|0.000210345660684,administrator|0.000428112962799,interfaces-graphical|0.000263199168447
level|0.000364444158391,description|0.000200577874222,appropriate|0.000463036057746,promoting|0.000306653313799,coordination|0.000160850578202,graphic|0.00029435526164,applied|0.000180771136353,pervade|0.000304266510093,performing|0.000180402274967,drawing|0.000224183903667,present|0.000234980777114,amount|0.000296287577294,traverse|0.000170605043059,correct|0.000765207675407,sure|0.000325223719659,mini|0.000387865974264,transmission|0.000332381209753,type|0.000210307365468,stack|0.000427407541165,featured|0.000260249452373
agency|0.000359275182816,compute|0.000200461432314,evidence|0.000460787830767,pre-compute|0.000306454230678,discussed|0.00016074584991,scene|0.000293566453007,phenomena|0.000180484220359,size|0.000303569878053,general|0.000179614590918,show|0.000224062100943,parallel|0.000232345454501,traditionally|0.000295613650727,standard|0.000170360142764,influence|0.000764038555602,controlling|0.000322990989976,finding|0.000387855908185,achieved|0.000332269879335,modified|0.00021012736727,presentation|0.000427308191481,liberal|0.000260168811697
presented|0.000359076923279,modular|0.000200397503674,data-flow|0.000459377511773,identified|0.000301466663173,term|0.000160468732297,load|0.000293363149195,linked-view|0.000180450086256,application|0.00030347543703,argued|0.000178837236494,endangered|0.000223847963236,spatial|0.000232005364618,another|0.000295470639353,independent|0.000170315345866,enhancing|0.000763925678745,limitation|0.000321630955117,another|0.000387398171813,environment|0.00033167932434,window|0.00021010567582,consuming|0.000427069113409,effort|0.00025976150483
volumetric|0.000358537674481,applications—datum|0.000200001317829,precomputed|0.000459320978711,call|0.000300149438124,range|0.000160291161995,flow|0.000293290260745,terms&#|0.000180293138723,facility|0.000303386781662,physiology|0.000178837197507,ecoterrorism|0.000223847963236,aperture|0.000231745577805,trait|0.000294891263597,automatically|0.000170312592788,hinder|0.000763776004303,reported|0.000321522361707,useful|0.000387053625373,compatibility|0.000330307582743,discus|0.000210020499442,hence|0.000426130880979,lower|0.000258595793359
able|0.000357646118713,techniques—user|0.000200001317814,reconstructed|0.000458660550385,thu|0.000300070637425,deconvolution|0.00016026283343,terms&#|0.0002921766387,symbol|0.000180213428663,build|0.000302104957066,conventional|0.000177539009717,ndcore|0.000223847963236,isocontmy|0.000231716176564,configured|0.000293677570427,enhance|0.000170174532921,extension|0.000761007045094,value|0.000320788519784,difficult|0.000385522847918,implicit|0.000329936629667,larger|0.000209682627934,exponent|0.000425942944588,include|0.000253833198957
advantageou|0.000356282144177,analyze|0.000199377422535,accurate|0.000458550328076,dimension|0.000299278321969,rapidly|0.000159816191012,better|0.000291893068539,including|0.000180147474607,realized|0.000301870613237,inevitably|0.00017753479277,regga|0.000223847963236,intensity|0.000231651920653,rendering|0.000292196126672,consist|0.000170134599002,predicted|0.000759986853399,involving|0.000318661277442,content|0.000379377360948,dimension|0.000328829008682,fieldview|0.000209272859443,aortum|0.000424972894079,combination|0.00025379690722
rate|0.000356279904894,deform|0.000198875506315,poster|0.000457395952903,applicable|0.000299065305648,also|0.000159763014797,attachment|0.000291128748941,cleveland|0.000179990337392,contest|0.000301558385867,outlined|0.000176838045675,contest'|0.000223847963236,protocol|0.000231556142067,warping|0.000291795472396,addition|0.000170013872838,isosurface|0.000759807784493,creation|0.000317466453901,rendering|0.000379327065772,properly|0.000328612256244,limitation|0.000209095380427,tend|0.000424727348459,three|0.000252960995226
polyhedral|0.000354114698911,implemented|0.000198863795052,environment|0.00045319220988,ground|0.000298960830524,brush|0.000158803789032,screen|0.000290675073013,well|0.000179729713739,retrieved|0.000301004161862,transform|0.000176088220344,proprietary|0.000223847963236,several|0.000230658427815,conventional|0.000291748428863,specifically|0.000169907213931,simplification|0.000757676105397,example|0.0003169026654,potentially|0.000378905498201,influence|0.000327761886972,suite|0.000208774121133,rectangle|0.000422604471988,toolkit|0.000252330951767
patient|0.000353842410439,software|0.000198209864932,reliably|0.000451651704546,multiple|0.000298101846555,pathway|0.000158079609625,detailed|0.000286303295627,adaptive|0.000179507285173,feature|0.000300398742856,firewall|0.000175826664738,wildlife|0.000223847963236,2005|0.000230179787705,view|0.000290722833151,alternatively|0.000169895565058,often|0.000756703362061,handle|0.000316332806101,together|0.000378461630437,cell|0.000327735114747,dye|0.000208689266122,novel|0.000420053705516,describing|0.000252223685932
vtk|0.000353320329048,topography|0.000198206754877,perform|0.000448273843575,graphic|0.000297954849905,two-dimensional|0.00015729424855,surface|0.000284974149609,range|0.000179497027805,exploration|0.000299876497767,antialiasing|0.000175696211584,imposing|0.000223672224467,done|0.00022994399862,augmenting|0.000290123190301,formulation|0.000169783001951,leading|0.000756019650517,burden|0.000315569068514,potential|0.000376775013922,biological|0.000326060301216,subdivision|0.000208531010652,nested|0.000419612049002,appear|0.000250411170111
since|0.000353053716682,demo|0.000198091752309,limited|0.000444718725186,facilitating|0.000297881583637,computed|0.000157111742506,incorporating|0.000284965832617,transformed|0.000179286826404,author|0.000299716170728,discipline|0.000175457867447,built|0.00022357717343,treating|0.000229877490296,reviewing|0.000289981537738,keyword|0.000169507203176,nature|0.00075505149753,multiple-view|0.000314929675804,structured|0.00037643696414,preproces|0.000325606738022,along|0.000208455069359,wide-spread|0.000419497426331,line|0.000248980094304
easy|0.000352014572901,introduced|0.000198072033191,primitive|0.000442669666985,geoscientist|0.000297201458217,order|0.000156978536749,web|0.000282987383048,able|0.000179037066791,publication|0.000299292073483,parametric|0.000175382049774,lower|0.00022345839776,infectiou|0.000229501641228,method|0.0002898505048,utilize|0.000169343588233,important|0.000754917187949,change|0.000314898694249,interview|0.000374082688328,fulfill|0.000325383920816,common|0.000208352463414,banking|0.000418262678902,designed|0.000247161142193
rise|0.00035140816254,lod|0.000197757493748,internal|0.000442596456501,another|0.000294254126199,continuou|0.000156647763754,geologist|0.000282915199363,take|0.000178477569494,approach|0.000296993883,simple|0.00017505671498,enforcement|0.000223351028851,line|0.000228464089825,monitoring|0.000289756949809,curved|0.000169104754948,selecting|0.000753421736969,contest|0.000314688083798,mechanical|0.000373033092127,caustic|0.000324119638673,lost|0.000208270138833,overlay|0.000417552332428,feel|0.000247158753178
similarity|0.00035037769475,strategy|0.000197251241893,overlaid|0.000442397486383,faithfully|0.000293925955379,variance|0.000156493346404,#3|0.000282790236281,structure|0.000178347878329,badge|0.000295738545356,performance|0.000174852383304,code|0.000223322014514,sense-making|0.000228344334686,among|0.000289534823071,planar|0.000169099337645,theory|0.00075095776734,extend|0.000312772682864,feature|0.000372159591564,speedup|0.000324044324886,natural|0.000207965201943,baseline|0.000417336581591,variou|0.000246586082074
locality|0.000349757249304,end|0.000197186626779,magnitude|0.000439270412973,point|0.000292725873528,subsurface|0.000156482051082,field|0.000282165619233,proven|0.000178341017187,tableau|0.000295478385793,movement|0.000174588966325,temporal|0.000222951827156,well|0.000227663055643,position|0.000288560062953,introduce|0.000169045856795,sequence|0.000750848946515,confocal|0.000312215558421,numerical|0.000371022598055,operation|0.000323857160496,coefficient|0.000207846143654,agent|0.000416565521113,wavelength|0.000246582332084
automatically|0.000349430091364,large|0.000197015238109,narrow|0.000438790921596,quadtree|0.000292604512535,machine|0.000156456270996,successfully|0.000280952691817,basic|0.000178334334516,compete|0.000294793189283,attenuation|0.000173914145545,program|0.00022288555412,addition|0.000227364223464,extremely|0.000288231201566,among|0.000168706047153,force-directed|0.000745065766296,vortex|0.000312138056776,hierarchy|0.000368971629713,well-founded|0.000322182710543,beforehand|0.000207551440206,lastly|0.000414002394501,coherently|0.000245312055343
reduced|0.00034756459008,transparent|0.000196845382541,experiment|0.000438143220107,substitute|0.000292544414906,realize|0.000156374730379,inversion|0.000280592018473,characteristic|0.000177912534927,possible|0.000294712736454,important|0.00017345657989,teaching|0.000222555044603,discuss|0.000227061963517,badge|0.000287448847208,semantic|0.000168495349812,original|0.000744522593086,image-guided|0.000311983084538,music|0.000366517874343,introduced|0.000321501701766,made|0.000207517717449,apart|0.000413944365456,although|0.000245162559674
evaluation|0.000346346206415,conversation|0.000196206728162,second|0.000437973685454,also|0.000292313727183,reconstruction|0.000155875031792,book|0.000280554750091,problem|0.000177898984477,generate|0.000294208479548,rendered|0.000173370796407,neighbor|0.000222365849991,state|0.000226735968387,efficiently|0.000286352152885,available|0.000168231518729,piecewise|0.000743444345296,made|0.000311789250343,approach|0.000365834267658,try|0.000320868042235,selecting|0.000206380308653,make|0.000413417175612,mesh|0.000242434230361
sentence|0.000345844927197,sense|0.000195847656117,closely|0.000436966430146,concept|0.000291409409974,specific|0.000155783647894,several|0.000280282345828,dataset|0.000177758920056,intensive|0.000293410950363,magnitude|0.000173287779726,feature|0.000222334811268,unknown|0.00022636599461,several|0.000285075194056,hierarchical|0.000168163366365,calculating|0.00074199696271,occupancy|0.000311000367428,layer|0.000365402123888,unit|0.000320526978132,little|0.000206352921606,low|0.000413013516842,exploration|0.00024227440758
incrementally|0.00034509158541,college|0.000195258256584,multi-scale|0.000436183260137,solar|0.000291400048306,salient|0.000155659049077,store|0.000278259421905,alternative|0.000177721282259,characteristic|0.000293397296308,relationship|0.000173236832303,collapse|0.000222274961291,existing|0.000225710775337,divide|0.000282765990081,three-dimensional|0.000168044301599,suited|0.000741482738858,graphic|0.000310088941803,aspect|0.00036442764924,represented|0.000320136245289,software|0.000206180914073,evaluation|0.000412100266488,modularized|0.00024082964082
basic|0.000342397608725,som-based|0.000195185766726,initial|0.000433116086808,vertex|0.000291010337257,regga|0.000155164515087,mural|0.000277876781903,evaluating|0.000177562155093,question|0.000293261674664,imagery|0.000172167887272,exploring|0.000219275303082,acces|0.000224430554002,sentinel|0.000281390380373,exception|0.000167961735187,sufficient|0.000741268522239,developed|0.000309396572492,adding|0.000364316820204,search|0.00031994627175,manifold|0.000206075454306,investigated|0.000412021477106,allows|0.000240552045956
assumed|0.000342285469892,vehicle|0.000194957474184,reducing|0.000432639001437,pattern|0.000290616947409,ecoterrorism|0.000155164515087,supercomputing|0.000277471022021,presentation-user|0.000177346451062,embassy|0.000292420832671,volumetric|0.000172083156244,visualized|0.000219233045225,community|0.000223888694342,texplorer|0.000281295017974,generate|0.000167611967282,meteorology|0.000740020292857,threshold|0.000308583984956,geographic|0.00036395383705,measured|0.000319201664912,contained|0.00020592260636,combine|0.000411994141281,render|0.000239920963064
important|0.000341507961157,storing|0.000194942346526,management|0.000432584508053,general|0.000290118839059,wildlife|0.000155164515087,trial-and-error|0.000276371198462,3d|0.000177215947296,virtual|0.000291734688428,data-mining|0.000171988992347,asynchronously|0.000218474260121,component|0.000223578496982,resulting|0.000281259096881,problem|0.000167578528593,fake|0.000738981640936,chemist|0.000307059371873,audience|0.000363921077372,considered|0.00031870586265,compare|0.000205788671295,silhouette|0.000410826953921,generic|0.000239319230539
dimensional|0.000341443611662,severe|0.000194805245696,dense|0.00043227681316,integration|0.000288832598214,proprietary|0.000155164515087,modeled|0.000276026001998,arbitrary|0.000176904075274,value|0.000290750753129,corresponding|0.000171811350309,multiple|0.000218426715883,bono|0.000223506714585,processing|0.000280581207048,cardinality|0.000167500819813,built|0.00073674935278,polyp|0.00030651899627,panel|0.000362967753526,eg|0.000318076529417,group|0.000205108765012,easy|0.000410691804246,experienced|0.000238852594622
comprehensible|0.00033987466182,identify|0.000194696485324,2010|0.000430176644544,extensive|0.000288544256949,endangered|0.000155164515087,mc1|0.000274587980823,communication|0.000176226355205,scalar|0.000290063817649,consist|0.000170939001917,high-resolution|0.000217809394879,variety|0.00022328358261,partition|0.000280034326008,investigative|0.000167342412865,coding|0.000735856910903,limit|0.00030617657405,emphasizing|0.000360622895813,change|0.000316051489202,mechanism|0.000204725144005,hybrid|0.000410345281134,superior|0.000238229179567
procedure|0.000339641884935,turned|0.000194668675023,scalar|0.00042871792786,result|0.000288348976237,contest'|0.000155164515087,cross-checked|0.000274587980801,primitive|0.000176067916569,intersection|0.000289413967208,verifiable|0.000170912521522,hold|0.000217689131403,artery|0.000222987618407,remarkably|0.000277747361625,difficult|0.000167155254486,hardware|0.00073520307166,player|0.000305156845765,mechanism|0.00035983743888,demonstrated|0.000314235121865,given|0.000204334589902,also|0.000405247769733,presentation|0.000237571904582
portfolio|0.000337762410287,tool|0.000194437802336,precise|0.000425942047919,invalidate|0.000287836178249,ndcore|0.000155164515087,number|0.00027383006192,orthographic|0.00017587640466,context-dependent|0.000289040512715,paper|0.000170596430663,thu|0.000217596422221,use|0.000221468279721,contributed|0.000276872243863,visually|0.000167149533332,full|0.000734569157779,reconstruction|0.000304626424406,interlinked|0.000356192541689,feature-space|0.00031413768462,providing|0.000204315949353,orthogonal|0.000405137277508,cross-filtering|0.000236742362027
