Paper ID,Paper Title,Abstract,Keywords,starting page,page range,Author 1: First Name,Author 1: Surname,Author 1: Affiliation,Author 2: First Name,Author 2: Surname,Author 2: Affiliation,Author 3: First Name,Author 3: Surname,Author 3: Affiliation,Author 4: First Name,Author 4: Surname,Author 4: Affiliation,Author 5: First Name,Author 5: Surname,Author 5: Affiliation,Author 6: First Name,Author 6: Surname,Author 6: Affiliation,Author 7: First Name,Author 7: Surname,Author 7: Affiliation,Author 8: First Name,Author 8: Surname,Author 8: Affiliation,Author 9: First Name,Author 9: Surname,Author 9: Affiliation
151,iView: A Feature Clustering Framework for Suggesting Informative Views in Volume Visualization,"The unguided visual exploration of volumetric data can be both a challenging and a time-consuming undertaking. Identifying a set of favorable vantage points at which to start exploratory expeditions can greatly reduce this effort and can also ensure that no important structures are being missed. Recent research efforts have focused on entropy-based viewpoint selection criteria that depend on scalar values describing the structures of interest. In contrast, we propose a viewpoint suggestion pipeline that is based on feature-clustering in high-dimensional space. We use gradient/normal variation as a metric to identify interesting local events and then cluster these via k-means to detect important salient composite features. Next, we compute the maximum possible exposure of these composite feature for different viewpoints and calculate a 2D entropy map parameterized in longitude and latitude to point out promising view orientations. Superimposed onto an interactive track-ball interface, users can then directly use this entropy map to quickly navigate to potentially interesting viewpoints where visibility-based transfer functions can be employed to generate volume renderings that minimize occlusions. To give full exploration freedom to the user, the entropy map is updated on the fly whenever a view has been selected, pointing to new and promising but so far unseen view directions. Alternatively, our system can also use a set-cover optimization algorithm to provide a minimal set of views needed to observe all features. The views so generated could then be saved into a list for further inspection or into a gallery for a summary presentation.","Direct volume rendering, k-means, entropy, view suggestion, set-cover problem, ant colony optimization.",1959,1959-1968,Ziyi,Zheng,Stony Brook University,Nafees,Ahmed,Stony Brook University,Klaus,Mueller,Stony Brook University,,,,,,,,,,,,,,,,,,
275,Volume Analysis Using Multimodal Surface Similarity,"The combination of volume data acquired by multiple modalities has been recognized as an important but challenging task. Modalities often differ in the structures they can delineate and their joint information can be used to extend the classification space. However, they frequently exhibit differing types of artifacts which makes the process of exploiting the additional information non-trivial. In this paper, we present a framework based on an information-theoretic measure of isosurface similarity between different modalities to overcome these problems. The resulting similarity space provides a concise overview of the differences between the two modalities, and also serves as the basis for an improved selection of features. Multimodal classification is expressed in terms of similarities and dissimilarities between the isosurfaces of individual modalities, instead of data value combinations. We demonstrate that our approach can be used to robustly extract features in applications such as dual energy computed tomography of parts in industrial manufacturing.","Multimodal data, volume visualization, surface similarity.",1969,1969-1978,Martin,Haidacher,"Institute of Computer Graphics and Algorithms, Vienna University of Technology",Stefan,Bruckner,"Institute of Computer Graphics and Algorithms, Vienna University of Technology",Eduard,Gröller,"Institute of Computer Graphics and Algorithms, Vienna University of Technology",,,,,,,,,,,,,,,,,,
310,Asymmetric Tensor Field Visualization for Surfaces,"Asymmetric tensor field visualization can provide important insight into fluid flows and solid deformations. Existing techniques for asymmetric tensor fields focus on the analysis, and simply use evenly-spaced hyperstreamlines on surfaces following eigenvectors and dual-eigenvectors in the tensor field. In this paper, we describe a hybrid visualization technique in which hyperstreamlines and elliptical glyphs are used in real and complex domains, respectively. This enables a more faithful representation of flow behaviors inside complex domains. In addition, we encode tensor magnitude, an important quantity in tensor field analysis, using the density of hyperstreamlines and sizes of glyphs. This allows colors to be used to encode other important tensor quantities. To facilitate quick visual exploration of the data from different viewpoints and at different resolutions, we employ an efficient image-space approach in which hyperstreamlines and glyphs are generated quickly in the image plane. The combination of these techniques leads to an efficient tensor field visualization system for domain scientists. We demonstrate the effectiveness of our visualization technique through applications to complex simulated engine fluid flow and earthquake deformation data. Feedback from domain expert scientists, who are also co-authors, is provided.","Tensor field visualization, asymmetric tensor fields, vector field visualization, fluid dynamics, solid deformation, earthquake
engineering, glyph packing, hyperstreamline placement, view-dependent visualization.",1979,1979-1988,Darrel,Palke,Oregon State University,Zhongzang,Lin,Oregon State University,Guoning,Chen,"SCI, University of Utah",Harry,Yeh,Oregon State University,Paul,Vincent,Oregon State University,Robert,Laramee,Swansea University,Eugene,Zhang,Oregon State University ,,,,,,
322,An Interactive Local Flattening Operator to Support Digital Investigations on Artwork Surfaces,"Analyzing either high-frequency shape detail or any other 2D fields (scalar or vector) embedded over a 3D geometry is a complex task, since detaching the detail from the overall shape can be tricky. An alternative approach is to move to the 2D space, resolving shape reasoning to easier image processing techniques. In this paper we propose a novel framework for the analysis of 2D information distributed over 3D geometry, based on a locally smooth parametrization technique that allows us to treat local 3D data in terms of image content. The proposed approach has been implemented as a sketch-based system that allows to design with a few gestures a set of (possibly overlapping) parameterizations of rectangular portions of the surface. We demonstrate that, due to the locality of the parametrization, the distortion is under an acceptable threshold, while discontinuities can be avoided since the parametrized geometry is always homeomorphic to a disk. We show the effectiveness of the proposed technique to solve specific Cultural Heritage (CH) tasks: the analysis of chisel marks over the surface of a unfinished sculpture and the local comparison of multiple photographs mapped over the surface of an artwork. For this very difficult task, we believe that our framework and the corresponding tool are the first steps toward a computer-based shape reasoning system, able to support CH scholars with a medium they are more used to.","surface characterization, interactive inspection, Cultural Heritage, mesh parameterization, image processing.",1989,1989-1996,Nico,Pietroni,ISTI-CNR,Corsini,Massimiliano,ISTI-CNR,Paolo,Cignoni,ISTI-CNR,Roberto,Scopigno,ISTI-CNR,,,,,,,,,,,,,,,
290,Context Preserving Maps of Tubular Structures,"When visualizing tubular 3D structures, external representations are often used for guidance and display, and such views in 2D can often contain occlusions. Virtual dissection methods have been proposed where the entire 3D structure can be mapped to the 2D plane, though these will lose context by straightening curved sections. We present a new method of creating maps of 3D tubular structures that yield a succinct view while preserving the overall geometric structure. Given a dominant view plane for the structure, its curve skeleton is first projected to a 2D skeleton. This 2D skeleton is adjusted to account for distortions in length, modified to remove intersections, and optimized to preserve the shape of the original 3D skeleton. Based on this shaped 2D skeleton, a boundary for the map of the object is obtained based on a slicing path through the structure and the radius around the skeleton. The sliced structure is conformally mapped to a rectangle and then deformed via harmonic mapping to match the boundary placement. This flattened map preserves the general geometric context of a 3D object in a 2D display, and rendering of this flattened map can be accomplished using volumetric ray casting. We have evaluated our method on real datasets of human colon models.","Geometry-based technique, volume rendering, biomedical visualization, medical visualization, conformal mapping.",1997,1997-2004,Joseph,Marino,Stony Brook University,Wei,Zeng,Stony Brook University,Xianfeng,Gu,Stony Brook University,Arie,Kaufman,Stony Brook University,,,,,,,,,,,,,,,
410,Authalic Parameterization of General Surfaces Using Lie Advection,"Parameterization of complex surfaces constitutes a major means of visualizing highly convoluted geometric structures as well as other properties associated with the surface. It also enables users with the ability to navigate, orient, and focus on regions of interest within a global view and overcome the occlusions to inner concavities. In this paper, we propose a novel area-preserving surface parameterization method which is rigorous in theory, moderate in computation, yet easily extendable to surfaces of non-disc and closed-boundary topologies. Starting from the distortion induced by an initial parameterization, an area restoring diffeomorphic flow is constructed as a Lie advection of differential 2-forms along the manifold, which yields equality of the area elements between the domain and the original surface at its final state. Existence and uniqueness of result are assured through an analytical derivation. Based upon a triangulated surface representation, we also present an efficient algorithm in line with discrete differential modeling. As an exemplar application, the utilization of this method for the effective visualization of brain cortical imaging modalities is presented. Compared with conformal methods, our method can reveal more subtle surface patterns in a quantitative manner. It, therefore, provides a competitive alternative to the existing parameterization techniques for better surface-based analysis in various scenarios.","Area-preserving surface parameterization, differential forms, Lie advection, surface visualization.",2005,2005-2014,Guangyu,Zou,Wayne State University,Jiaxi,Hu,Wayne State University,Xianfeng,Gu,Stony Brook University,Jing,Hua,Wayne State University,,,,,,,,,,,,,,,
184,TransGraph: Hierarchical Exploration of Transition Relationships in Time-Varying Volumetric Data,"A fundamental challenge for time-varying volume data analysis and visualization is the lack of capability to observe and track data change or evolution in an occlusion-free, controllable, and adaptive fashion. In this paper, we propose to organize a timevarying data set into a hierarchy of states. By deriving transition probabilities among states, we construct a global map that captures the essential transition relationships in the time-varying data. We introduce the TransGraph, a graph-based representation to visualize hierarchical state transition relationships. The TransGraph not only provides a visual mapping that abstracts data evolution over time in different levels of detail, but also serves as a navigation tool that guides data exploration and tracking. The user interacts with the TransGraph and makes connection to the volumetric data through brushing and linking. A set of intuitive queries is provided to enable knowledge extraction from time-varying data. We test our approach with time-varying data sets of different characteristics and the results show that the TransGraph can effectively augment our ability in understanding time-varying data.","Time-varying data visualization, hierarchical representation, states, transition relationship, user interface.",2015,2015-2024,Yi,Gu,Michigan Technological University,Chaoli,Wang,Michigan Technological University,,,,,,,,,,,,,,,,,,,,,
131,Voronoi-Based Extraction and Visualization of Molecular Paths,"Visual analysis is widely used to study the behavior of molecules. Of particular interest are the analysis of molecular interactions and the investigation of binding sites. For large molecules, however, it is difficult to detect possible binding sites and paths leading to these sites by pure visual inspection. In this paper, we present new methods for the computation and visualization of potential molecular paths. Using a novel filtering method, we extract the significant paths from the Voronoi diagram of spheres. For the interactive visualization of molecules and their paths, we present several methods using deferred shading and other state-of-theart techniques. To allow for a fast overview of reachable regions of the molecule, we illuminate the molecular surface using a large number of light sources placed on the extracted paths. We also provide a method to compute the extension surface of selected paths and visualize it using the skin surface. Furthermore, we use the extension surface to clip the molecule to allow easy visual tracking of even deeply buried paths. The methods are applied to several proteins to demonstrate their usefulness.","Molecular visualization, data filtering, geometry-based techniques, view-dependent visualization.",2025,2025-2034,Norbert,Lindow,Zuse Institute Berlin (ZIB),Daniel,Baum,Zuse Institute Berlin (ZIB),Hans-Christian,Hege,Zuse Institute Berlin (ZIB),,,,,,,,,,,,,,,,,,
218,Symmetry in Scalar Field Topology,"Study of symmetric or repeating patterns in scalar fields is important in scientific data analysis because it gives deep insights into the properties of the underlying phenomenon. Though geometric symmetry has been well studied within areas like shape processing, identifying symmetry in scalar fields has remained largely unexplored due to the high computational cost of the associated algorithms. We propose a computationally efficient algorithm for detecting symmetric patterns in a scalar field distribution by analysing the topology of level sets of the scalar field. Our algorithm computes the contour tree of a given scalar field and identifies subtrees that are similar. We define a robust similarity measure for comparing subtrees of the contour tree and use it to group similar subtrees together. Regions of the domain corresponding to subtrees that belong to a common group are extracted and reported to be symmetric. Identifying symmetry in scalar fields finds applications in visualization, data exploration, and feature detection. We describe two applications in detail: symmetry-aware transfer function design and symmetry-aware isosurface extraction.","Scalar field symmetry, contour tree, similarity measure, persistence, isosurface extraction, transfer function design.",2035,2035-2044,Dilip Mathew,Thomas,"Department of Computer Science and Automation, Indian Institute of Science, Bangalore, India",Vijay,Natarajan,"Department of Computer  \ Science and Automation, \ Supercomputer Education and Research Centre, Indian Institute of Science, Bangalore, India",,,,,,,,,,,,,,,,,,,,,
324,A Scale Space Based Persistence Measure for Critical Points in 2D Scalar Fields,"This paper introduces a novel importance measure for critical points in 2D scalar fields. This measure is based on a combination of the deep structure of the scale space with the well-known concept of homological persistence. We enhance the noise robust persistence measure by implicitly taking the hill-, ridge- and outlier-like spatial extent of maxima and minima into account. This allows for the distinction between different types of extrema based on their persistence at multiple scales. Our importance measure can be computed efficiently in an out-of-core setting. To demonstrate the practical relevance of our method we apply it to a synthetic and a real-world data set and evaluate its performance and scalability.","Scale space, persistence, discrete Morse theory.",2045,2045-2052,Jan,Reininghaus,"Zuse Institute Berlin, Germany",Natallia,Kotava,"University of Kaiserslautern, Germany",David,Guenther,"Zuse Institute Berlin, Germany",Jens,Kasten,"Zuse Institute Berlin, Germany",Hans,Hagen,"University of Kaiserslautern, Germany",Ingrid,Hotz,"Zuse Institute Berlin, Germany",,,,,,,,,
193,Evaluation of Trend Localization with Multi-Variate Visualizations,"Multi-valued data sets are increasingly common, with the number of dimensions growing. A number of multi-variate visualization techniques have been presented to display such data. However, evaluating the utility of such techniques for general data sets remains difficult. Thus most techniques are studied on only one data set. Another criticism that could be levied against previous evaluations of multi-variate visualizations is that the task doesn't require the presence of multiple variables. At the same time, the taxonomy of tasks that users may perform visually is extensive. We designed a task, trend localization, that required comparison of multiple data values in a multi-variate visualization. We then conducted a user study with this task, evaluating five multivariate visualization techniques from the literature (Brush Strokes, Data-Driven Spots, Oriented Slivers, Color Blending, Dimensional Stacking) and juxtaposed grayscale maps. We report the results and discuss the implications for both the techniques and the task.","User study, multi-variate visualization, visual task design, visual analytics.",2053,2053-2062,Mark,Livingston,Naval Research Laboratory,Jonathan,Decker,Naval Research Laboratory,,,,,,,,,,,,,,,,,,,,,
239,Straightening Tubular Flow for Side-by-Side Visualization,"Flows through tubular structures are common in many fields, including blood flow in medicine and tubular fluid flows in engineering. The analysis of such flows is often done with a strong reference to the main flow direction along the tubular boundary. In this paper we present an approach for straightening the visualization of tubular flow. By aligning the main reference direction of the flow, i.e., the center line of the bounding tubular structure, with one axis of the screen, we are able to natively juxtapose (1.) different visualizations of the same flow, either utilizing different flow visualization techniques, or by varying parameters of a chosen approach such as the choice of seeding locations for integration-based flow visualization, (2.) the different time steps of a time-dependent flow, (3.) different projections around the center line, and (4.) quantitative flow visualizations in immediate spatial relation to the more qualitative classical flow visualization. We describe how to utilize this approach for an informative interactive visual analysis. We demonstrate the potential of our approach by visualizing two datasets from two different fields: an arterial blood flow measurement and a tubular gas flow simulation from the automotive industry. A novel interactive seed placement method is used to simplify the generation of seed curves that stay in the vicinity of relevant flow phenomena as they move with the flapping wings. This method allows a user to define and evaluate the quality of a seed's trajectory over time while working with a single time step. The seed curves are then used to place particles, streamlines and generalized streak lines. The novel concept of flowing seeds is also introduced in order to add visual context about the instantaneous vector fields surrounding smoothly animate streak lines. Tests show this method to be particularly effective at visually capturing vortices that move quickly or that exist for a very brief period of time. In addition, an automatic camera animation method is used to address occlusion issues caused when animating the immersed wing boundaries alongside many geometric flow lines. Each visualization method is presented at multiple time steps during the up-stroke and down-stroke to highlight the formation, attachment and shedding of the leading edge vortices in pairs of wings. Also, the visualizations show evidence of wake capture at stroke reversal which suggests the existence of previously unknown unsteady lift generation mechanisms that are unique to quad wing insects.","Flow Visualization, Data Reformation, Comparative Visualization.",2063,2063-2070,Paolo,Angelelli,University of Bergen,Helwig,Hauser,University of Bergen,,,,,,,,,,,,,,,,,,,,,
135,Vortex Visualization in Ultra Low Reynolds Number Insect Flight,"We present the visual analysis of a biologically inspired CFD simulation of the deformable flapping wings of a dragonfly as it takes off and begins to maneuver, using vortex detection and integration-based flow lines. The additional seed placement and perceptual challenges introduced by having multiple dynamically deforming objects in the highly unsteady 3D flow domain are addressed. A brief overview of the high speed photogrammetry setup used to capture the dragonfly takeoff, parametric surfaces used for wing reconstruction, CFD solver and underlying flapping flight theory is presented to clarify the importance of several unsteady flight mechanisms, such as the leading edge vortex, that are captured visually.","Flow visualization, flowing seed points, streak lines, streamlines, insect flight, vortex visualization, unsteady flow.",2071,2071-2079,Christopher,Koehler,Wright State University College of Engineering and Computer Science,Thomas,Wischgoll,Wright State University College of Engineering and Computer Science,Haibo,Dong,Wright State University College of Mechanical and Materials Engineering,Zachary,Gaston,Wright State University College of Mechanical and Materials Engineering,,,,,,,,,,,,,,,
287,Two-Dimensional Time-Dependent Vortex Regions Based on the Acceleration Magnitude,"Acceleration is a fundamental quantity of flow fields that captures Galilean invariant properties of particle motion. Considering the magnitude of this field, minima represent characteristic structures of the flow that can be classified as saddle- or vortex-like. We made the interesting observation that vortex-like minima are enclosed by particularly pronounced ridges. This makes it possible to define boundaries of vortex regions in a parameter-free way. Utilizing scalar field topology, a robust algorithm can be designed to extract such boundaries. They can be arbitrarily shaped. An efficient tracking algorithm allows us to display the temporal evolution of vortices. Various vortex models are used to evaluate the method. We apply our method to two-dimensional model systems from computational fluid dynamics and compare the results to those arising from existing definitions.","Vortex regions, time-dependent flow fields, feature extraction.",2080,2080-2087,Jens,Kasten,Zuse Institute Berlin,Jan,Reininghaus,Zuse Institute Berlin,Ingrid,Hotz,Zuse Institute Berlin,Hans-Christian,Hege,Zuse Institute Berlin,,,,,,,,,,,,,,,
395,Adaptive Extraction and Quantification of Geophysical Vortices,"We consider the problem of extracting discrete two-dimensional vortices from a turbulent flow. In our approach we use a reference model describing the expected physics and geometry of an idealized vortex. The model allows us to derive a novel correlation between the size of the vortex and its strength, measured as the square of its strain minus the square of its vorticity. For vortex detection in real models we use the strength parameter to locate potential vortex cores, then measure the similarity of our ideal analytical vortex and the real vortex core for different strength thresholds. This approach provides a metric for how well a vortex core is modeled by an ideal vortex. Moreover, this provides insight into the problem of choosing the thresholds that identify a vortex. By selecting a target coefficient of determination (i.e., statistical confidence), we determine on a per-vortex basis what threshold of the strength parameter would be required to extract that vortex at the chosen confidence. We validate our approach on real data from a global ocean simulation and derive from it a map of expected vortex strengths over the global ocean.","Vortex extraction, feature extraction, statistical data analysis.",2088,2088-2095,Sean,Williams,"Computer, Computational and Statistical Sciences Division, Los Alamos National Laboratory \ Institute for Data Analysis and Visualization (IDAV) and Department of Computer Science, University of California, Davis",Mark,Petersen,"Computer, Computational and Statistical Sciences Division, Los Alamos National Laboratory",Peer-Timo,Bremer,Lawrence-Livermore National Laboratory,Matthew,Hecht,"Computer, Computational and Statistical Sciences Division, Los Alamos National Laboratory",Valerio,Pascucci,"Scientific Computing and Imaging Institute, University of Utah",James,Ahrens,"Computer, Computational and Statistical Sciences Division, Los Alamos National Laboratory",Mario,Hlawitschka,"Institute for Data Analysis and Visualization (IDAV) and Department of Computer Science, University of California, Davis",Bernd,Hamann,"Institute for Data Analysis and Visualization (IDAV) and Department of Computer Science, University of California, Davis",,,
197,FoamVis: Visualization of 2D Foam Simulation Data,"Research in the field of complex fluids such as polymer solutions, particulate suspensions and foams studies how the flow of fluids with different material parameters changes as a result of various constraints. Surface Evolver, the standard solver software used to generate foam simulations, provides large, complex, time-dependent data sets with hundreds or thousands of individual bubbles and thousands of time steps. However this software has limited visualization capabilities, and no foam specific visualization software exists. We describe the foam research application area where, we believe, visualization has an important role to play. We present a novel application that provides various techniques for visualization, exploration and analysis of time-dependent 2D foam simulation data. We show new features in foam simulation data and new insights into foam behavior discovered using our application.","Surface Evolver, bubble-scale simulation, time-dependent visualizations.",2096,2096-2105,Dan,Lipsa,Swansea University,Robert,Laramee,Swansea University,Simon,Cox,Aberystwyth University,Tudur,Davies,Aberystwyth University,,,,,,,,,,,,,,,
224,WYSIWYG (What You See is What You Get) Volume Visualization,"In this paper, we propose a volume visualization system that accepts direct manipulation through a sketch-based What You See Is What You Get (WYSIWYG) approach. Similar to the operations in painting applications for 2D images, in our system, a full set of tools have been developed to enable direct volume rendering manipulation of color, transparency, contrast, brightness, and other optical properties by brushing a few strokes on top of the rendered volume image. To be able to smartly identify the targeted features of the volume, our system matches the sparse sketching input with the clustered features both in image space and volume space. To achieve interactivity, both special algorithms to accelerate the input identification and feature matching have been developed and implemented in our system. Without resorting to tuning transfer function parameters, our proposed system accepts sparse stroke inputs and provides users with intuitive, flexible and effective interaction during volume data exploration and visualization.","Volume rendering, Sketching input, Human-computer interaction, Transfer functions, Feature space.",2106,2106-2114,Hanqi,Guo,"Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University \ Center for Computational Science and Engineering, Peking University, Beijing, P.R. China",Ningyu,Mao,"Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University",Xiaoru,Yuan,"Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University \ Center for Computational Science and Engineering, Peking University, Beijing, P.R. China",,,,,,,,,,,,,,,,,,
187,Interactive Volume Visualization of General Polyhedral Grids,"This paper presents a novel framework for visualizing volumetric data specified on complex polyhedral grids, without the need to perform any kind of a priori tetrahedralization. These grids are composed of polyhedra that often are non-convex and have an arbitrary number of faces, where the faces can be non-planar with an arbitrary number of vertices. The importance of such grids in state-of-the-art simulation packages is increasing rapidly. We propose a very compact, face-based data structure for representing such meshes for visualization, called two-sided face sequence lists (TSFSL), as well as an algorithm for direct GPU-based ray-casting using this representation. The TSFSL data structure is able to represent the entire mesh topology in a 1D TSFSL data array of face records, which facilitates the use of efficient 1D texture accesses for visualization. In order to scale to large data sizes, we employ a mesh decomposition into bricks that can be handled independently, where each brick is then composed of its own TSFSL array. This bricking enables memory savings and performance improvements for large meshes. We illustrate the feasibility of our approach with real-world application results, by visualizing highly complex polyhedral data from commercial state-of-the-art simulation packages.","Volume rendering, unstructured grids, polyhedral grids, GPU-based visualization.",2115,2115-2124,Philipp,Muigg,"Vienna University of Technology, Austria",Markus,Hadwiger,"King Abdullah University of Science and Technology, Saudi Arabia",Helmut,Doleisch,"SimVis GmbH, Vienna, Austria",Eduard,Gröller,"Vienna University of Technology, Austria",,,,,,,,,,,,,,,
180,Image Plane Sweep Volume Illumination,"In recent years, many volumetric illumination models have been proposed, which have the potential to simulate advanced lighting effects and thus support improved image comprehension. Although volume ray-casting is widely accepted as the volume rendering technique which achieves the highest image quality, so far no volumetric illumination algorithm has been designed to be directly incorporated into the ray-casting process. In this paper we propose image plane sweep volume illumination (IPSVI), which allows the integration of advanced illumination effects into a GPU-based volume ray-caster by exploiting the plane sweep paradigm. Thus, we are able to reduce the problem complexity and achieve interactive frame rates, while supporting scattering as well as shadowing. Since all illumination computations are performed directly within a single rendering pass, IPSVI does not require any preprocessing nor does it need to store intermediate results within an illumination volume. It therefore has a significantly lower memory footprint than other techniques. This makes IPSVI directly applicable to large data sets. Furthermore, the integration into a GPU-based ray-caster allows for high image quality as well as improved rendering performance by exploiting early ray termination. This paper discusses the theory behind IPSVI, describes its implementation, demonstrates its visual results and provides performance measurements.","Interactive volume rendering, GPU-based ray-casting, Advanced illumination.",2125,2125-2134,Erik,Sundén,Linköping University,Anders,Ynnerman,Linköping University,Timo,Ropinski,University of Münster,,,,,,,,,,,,,,,,,,
113,Interactive Multiscale Tensor Reconstruction for Multiresolution Volume Visualization,"Large scale and structurally complex volume datasets from high-resolution 3D imaging devices or computational simulations pose a number of technical challenges for interactive visual analysis. In this paper, we present the first integration of a multiscale volume representation based on tensor approximation within a GPU-accelerated out-of-core multiresolution rendering framework. Specific contributions include (a) a hierarchical brick-tensor decomposition approach for pre-processing large volume data, (b) a GPU accelerated tensor reconstruction implementation exploiting CUDA capabilities, and (c) an effective tensor-specific quantization strategy for reducing data transfer bandwidth and out-of-core memory footprint. Our multiscale representation allows for the extraction, analysis and display of structural features at variable spatial scales, while adaptive level-of-detail rendering methods make it possible to interactively explore large datasets within a constrained memory footprint. The quality and performance of our prototype system is evaluated on large structurally complex datasets, including gigabyte-sized micro-tomographic volumes.","GPU / CUDA, multiscale, tensor reconstruction, interactive volume visualization, multiresolution rendering.",2135,2135-2143,Susanne K.,Suter,"University of Zurich, Switzerland",José A.,Iglesias Guiti_°n,"CRS4, Italy",Fabio,Marton,"CRS4, Italy",Marco,Agus,"CRS4, Italy",Andreas,Elsener,"University of Zurich, Switzerland",Christoph P.E.,Zollikofer,"University of Zurich, Switzerland",M.,Gopi,"University of California, Irvine, USA",Enrico,Gobbetti,"CRS4, Italy",Renato,Pajarola,"University of Zurich, Switzerland"
225,An Efficient Direct Volume Rendering Approach for Dichromats,"Color vision deficiency (CVD) affects a high percentage of the population worldwide. When seeing a volume visualization result, persons with CVD may be incapable of discriminating the classification information expressed in the image if the color transfer function or the color blending used in the direct volume rendering is not appropriate. Conventional methods used to address this problem adopt advanced image recoloring techniques to enhance the rendering results frame-by-frame; unfortunately, problematic perceptual results may still be generated. This paper proposes an alternative solution that complements the image recoloring scheme by reconfiguring the components of the direct volume rendering (DVR) pipeline. Our approach optimizes the mapped colors of a transfer function to simulate CVD-friendly effect that is generated by applying the image recoloring to the results with the initial transfer function. The optimization process has a low computational complexity, and only needs to be performed once for a given transfer function. To achieve detail-preserving and perceptually natural semi-transparent effects, we introduce a new color composition mode that works in the color space of dichromats. Experimental results and a pilot study demonstrates that our approach can yield dichromats-friendly and consistent volume visualization in real-time.","Dichromacy, direct volume rendering, volume classification, image recoloring.",2144,2144-2152,Weifeng,Chen,Zhejiang University,Wei,Chen,Zhejiang University,Hujun,Bao,Zhejiang University,,,,,,,,,,,,,,,,,,
144,Interactive Virtual Probing of 4D MRI Blood-Flow,"Better understanding of hemodynamics conceivably leads to improved diagnosis and prognosis of cardiovascular diseases. Therefore, an elaborate analysis of the blood-flow in heart and thoracic arteries is essential. Contemporary MRI techniques enable acquisition of quantitative time-resolved flow information, resulting in 4D velocity fields that capture the blood-flow behavior. Visual exploration of these fields provides comprehensive insight into the unsteady blood-flow behavior, and precedes a quantitative analysis of additional blood-flow parameters. The complete inspection requires accurate segmentation of anatomical structures, encompassing a time-consuming and hard-to-automate process, especially for malformed morphologies. We present a way to avoid the laborious segmentation process in case of qualitative inspection, by introducing an interactive virtual probe. This probe is positioned semi-automatically within the blood-flow field, and serves as a navigational object for visual exploration. The difficult task of determining position and orientation along the view-direction is automated by a fitting approach, aligning the probe with the orientations of the velocity field. The aligned probe provides an interactive seeding basis for various flow visualization approaches. We demonstrate illustration-inspired particles, integral lines and integral surfaces, conveying distinct characteristics of the unsteady blood-flow. Lastly, we present the results of an evaluation with domain experts, valuing the practical use of our probe and flow visualization techniques.","Probing, Flow visualization, Illustrative visualization, Multivalued images, Phase-contrast cine MRI.",2153,2153-2162,Roy,van Pelt,"Eindhoven University of Technology, \ The Netherlands",Javier,Olivan Bescos,"Philips Healthcare, \ The Netherlands",Marcel,Breeuwer,"Philips Healthcare, \ The Netherlands",Rachel E.,Clough,"NIHR Comprehensive Biomedical \ Research Centre of Guy‚Äôs and St Thomas‚Äô NHS Foundation Trust and \ King‚Äôs College London, United Kingdom",M. Eduard,Groeller,"Vienna University of Technology, \ Austria",Bart,ter Haar Romenij,"Eindhoven University of Technology, \ The Netherlands",Anna,Vilanova,"Eindhoven University of Technology, \ The Netherlands",,,,,,
118,Crepuscular Rays for Tumor Accessibility Planning,"In modern clinical practice, planning access paths to volumetric target structures remains one of the most important and most complex tasks, and a physician's insufficient experience in this can lead to severe complications or even the death of the patient. In this paper, we present a method for safety evaluation and the visualization of access paths to assist physicians during preoperative planning. As a metaphor for our method, we employ a well-known, and thus intuitively perceivable, natural phenomenon that is usually called crepuscular rays. Using this metaphor, we propose several ways to compute the safety of paths from the region of interest to all tumor voxels and show how this information can be visualized in real-time using a multi-volume rendering system. Furthermore, we show how to estimate the extent of connected safe areas to improve common medical 2D multi-planar reconstruction (MPR) views. We evaluate our method by means of expert interviews, an online survey, and a retrospective evaluation of 19 real abdominal radio-frequency ablation (RFA) interventions, with expert decisions serving as a gold standard. The evaluation results show clear evidence that our method can be successfully applied in clinical practice without introducing substantial overhead work for the acting personnel. Finally, we show that our method is not limited to medical applications and that it can also be useful in other fields.","Accessibility, ray casting, medical visualization.",2163,2163-2172,Rostislav,Khlebnikov,Graz University of Technology,Bernhard,Kainz,Graz University of Technology,Judith,Muehl,Graz University of Technology,Dieter,Schmalstieg,Graz University of Technology,,,,,,,,,,,,,,,
105,Distance Visualization for Interactive 3D Implant Planning,"An instant and quantitative assessment of spatial distances between two objects plays an important role in interactive applications such as virtual model assembly, medical operation planning, or computational steering. While some research has been done on the development of distance-based measures between two objects, only very few attempts have been reported to visualize such measures in interactive scenarios. In this paper we present two different approaches for this purpose, and we investigate the effectiveness of these approaches for intuitive 3D implant positioning in a medical operation planning system. The first approach uses cylindrical glyphs to depict distances, which smoothly adapt their shape and color to changing distances when the objects are moved. This approach computes distances directly on the polygonal object representations by means of ray/triangle mesh intersection. The second approach introduces a set of slices as additional geometric structures, and uses color coding on surfaces to indicate distances. This approach obtains distances from a precomputed distance field of each object. The major findings of the performed user study indicate that a visualization that can facilitate an instant and quantitative analysis of distances between two objects in interactive 3D scenarios is demanding, yet can be achieved by including additional monocular cues into the visualization.","Distance visualization, biomedical visualization, implant planning, glyphs, distance fields.",2173,2173-2182,Christian,Dick,Technische Universität München,Rainer,Burgkart,Technische Universität München,Rüdiger,Westermann,Technische Universität München,,,,,,,,,,,,,,,,,,
