"Paper ID"	"Paper Title"	"Abstract"	"Keywords"	"starting page"	"page range"	"Author 1: First Name"	"Author 1: Surname"	"Author 1: Affiliation"	"Author 2: First Name"	"Author 2: Surname"	"Author 2: Affiliation"	"Author 3: First Name"	"Author 3: Surname"	"Author 3: Affiliation"	"Author 4: First Name"	"Author 4: Surname"	"Author 4: Affiliation"	"Author 5: First Name"	"Author 5: Surname"	"Author 5: Affiliation"	"Author 6: First Name"	"Author 6: Surname"	"Author 6: Affiliation"	"Author 7: First Name"	"Author 7: Surname"	"Author 7: Affiliation"	"Author 8: First Name"	"Author 8: Surname"	"Author 8: Affiliation"	"Author 9: First Name"	"Author 9: Surname"	"Author 9: Affiliation"
"ttg2012122366"	"A Design Space of Visualization Tasks"	"Knowledge about visualization tasks plays an important role in choosing or building suitable visual representations to pursue them. Yet, tasks are a multi&#x002D;faceted concept and it is thus not surprising that the many existing task taxonomies and mode"	"Task taxonomy, design space, climate impact research, visualization recommendation"	2366	"2366&#x002D;2375"	"Hans&#x002D;J&#x00F6;rg "	"Schulz "	"University of Rostock"	"Thomas "	"Nocke"	"Potsdam Institute for Climate Impact Research"	"Magnus "	"Heitzler"	"Potsdam Institute for Climate Impact Research"	"Heidrun "	"Schumann"	"University of Rostock"															
"ttg2012122376"	"A Multi&#x002D;Level Typology of Abstract Visualization Tasks"	"The considerable previous work characterizing visualization usage has focused on low&#x002D;level tasks or interactions and high&#x002D;level tasks, leaving a gap between them that is not addressed. This gap leads to a lack of distinction between the ends"	"Typology, visualization models, task and requirements analysis, qualitative evaluation"	2376	"2376&#x002D;2385"	"Matthew "	"Brehmer "	"University of British Columbia"	"Tamara "	"Munzner"	"University of British Columbia"																					
"ttg2012122386"	"Information Visualization and Proxemics: Design Opportunities and Empirical Findings"	"People typically interact with information visualizations using a mouse. Their physical movement, orientation, and distance to visualizations are rarely used as input. We explore how to use such spatial relations among people and visualizations (i.e., pro"	"Proxemics, information visualization, user study, large displays, user tracking, movement, orientation, distance"	2386	"2386&#x002D;2395"	"Mikkel R. "	"Jakobsen "	"University of Copenhagen"	"Yonas"	"Sahlemariam Haile"	"University of Copenhagen"	"S﾿ren "	"Knudsen"	"University of Copenhagen"	"Kasper "	"Hornbﾾk"	"University of Copenhagen"															
"ttg2012122396"	"An Interaction Model for Visualizations Beyond The Desktop"	"We present an interaction model for beyond&#x002D;desktop visualizations that combines the visualization reference model with the instrumental interaction paradigm. Beyond&#x002D;desktop visualizations involve a wide range of emerging technologies such as"	"Information visualization, interaction model, notational system, physical visualization"	2396	"2396&#x002D;2405"	"Yvonne "	"Jansen "	"Inria and Universitﾫe Paris Sud"	"Pierre "	"Dragicevic"	"Inria"																					
"ttg2012122406"	"A Deeper Understanding of Sequence in Narrative Visualization"	"Conveying a narrative with visualizations often requires choosing an order in which to present visualizations. While evidence exists that narrative sequencing in traditional stories can affect comprehension and memory, little is known about how sequencing"	"Data storytelling, narrative visualization, narrative structure"	2406	"2406&#x002D;2415"	"Jessica "	"Hullman "	"University of Michigan"	"Steven "	"Drucker"	"Microsoft Research"	"Nathalie "	"Henry Riche"	"Microsoft Research"	"Bongshin "	"Lee"	"Microsoft Research"	"Danyel "	"Fisher"	"Microsoft Research"	"Eytan "	"Adar"	"University of Michigan"									
"ttg2012122416"	"SketchStory: Telling More Engaging Stories with Data through Freeform Sketching"	"Presenting and communicating insights to an audience&#x002D;telling a story&#x002D;is one of the main goals of data exploration. Even though visualization as a storytelling medium has recently begun to gain attention, storytelling is still underexplored i"	"Storytelling, data presentation, sketch, pen and touch, interaction, visualization"	2416	"2416&#x002D;2425"	"Bongshin "	"Lee "	"Microsoft Research"	"Rubaiat Habib "	"Kazi"	"National University of Singapore"	"Greg "	"Smith"	"Microsoft Research"																		
"ttg2012122426"	"Using Concrete Scales: A Practical Framework for Effective Visual Depiction of Complex Measures"	"From financial statistics to nutritional values, we are frequently exposed to quantitative information expressed in measures of either extreme magnitudes or unfamiliar units, or both. A common practice used to comprehend such complex measures is to relate"	"Concrete scale, scale cognition, visual comparison, graphic composition, visual notation"	2426	"2426&#x002D;2435"	"Fanny "	"Chevalier "	"University of Toronto &#x0026; OCAD University"	"Romain "	"Vuillemot"	"INRIA"	"Guia "	"Gali"	"independant graphic designer and researcher"																		
"ttg2012122436"	"StoryFlow: Tracking the Evolution of Stories"	"Storyline visualizations, which are useful in many applications, aim to illustrate the dynamic relationships between entities in a story. However, the growing complexity and scalability of stories pose great challenges for existing approaches. In this pap"	"Storylines, story&#x002D;telling visualization, user interactions, level&#x002D;of&#x002D;detail, optimization"	2436	"2436&#x002D;2445"	"Shixia "	"Liu "	"Microsoft Research Asia"	"Yingcai "	"Wu"	"Microsoft Research Asia"	"Enxun "	"Wei"	"Shanghai Jiao Tong University"	"Mengchen "	"Liu"	"Tsinghua University"	"Yang"	"Liu"	"Microsoft Research Asia"												
"ttg2012122446"	"Visual Sedimentation"	"We introduce Visual Sedimentation, a novel design metaphor for visualizing data streams directly inspired by the physical process of sedimentation. Visualizing data streams (e. g., Tweets, RSS, Emails) is challenging as incoming data arrive at unpredictab"	"Design, information visualization, dynamic visualization, dynamic data, data stream, real time, metaphor"	2446	"2446&#x002D;2455"	"Samuel "	"Huron "	"INRIA"	"Romain "	"Vuillemot"	"INRIA"	"Jean&#x002D;Daniel "	"Fekete"	"INRIA"																		
"ttg2012122456"	"Nanocubes for Real&#x002D;Time Exploration of Spatiotemporal Datasets"	"Consider real&#x002D;time exploration of large multidimensional spatiotemporal datasets with billions of entries, each defined by a location, a time, and other attributes. Are certain attributes correlated spatially or temporally? Are there trends or outl"	"Data cube, data structures, interactive exploration"	2456	"2456&#x002D;2465"	"Lauro "	"Lins "	"AT&#x0026;T Research"	"James T. "	"Klosowski"	"AT&#x0026;T Research"	"Carlos "	"Scheidegger"	"AT&#x0026;T Research"																		
"ttg2012122466"	"Visualizing Request&#x002D;Flow Comparison to Aid Performance Diagnosis in Distributed Systems"	"Distributed systems are complex to develop and administer, and performance problem diagnosis is particularly challenging. When performance degrades, the problem might be in any of the system&#x0027;s many components or could be a result of poor interactio"	"Distributed systems, human factors, problem diagnosis, visualization"	2466	"2466&#x002D;2475"	"Raja R. "	"Sambasivan"	"Carnegie Mellon University"	"Ilari "	"Shafer"	"Carnegie Mellon University"	"Michelle L. "	"Mazurek"	"Carnegie Mellon University"	"Gregory R. "	"Ganger"	"Carnegie Mellon University"															
"ttg2012122476"	"Evaluation of Filesystem Provenance Visualization Tools"	"Having effective visualizations of filesystem provenance data is valuable for understanding its complex hierarchical structure. The most common visual representation of provenance data is the node&#x002D;link diagram. While effective for understanding loc"	"Provenance data, graph/network data, hierarchy data, quantitative evaluation, gender differences"	2476	"2476&#x002D;2485"	"Michelle A. "	"Borkin"	"Harvard University"	"Chelsea S. "	"Yeh"	"Harvard University"	"Madelaine "	"Boyd"	"Harvard University"	"Peter "	"Macko"	"Harvard University"	"Krzysztof Z. "	"Gajos"	"Harvard University"	"Margo "	"Seltzer"	"Harvard University"	"Hanspeter "	"Pfister"	"Harvard University"						
"ttg2012122486"	"Visualizing Fuzzy Overlapping Communities in Networks"	"An important feature of networks for many application domains is their community structure. This is because objects within the same community usually have at least one property in common. The investigation of community structure can therefore support the "	"Overlapping community visualization, fuzzy clustering, graph visualization, uncertainty visualization"	2486	"2486&#x002D;2495"	"Corinna "	"Vehlow "	"VISUS, University of Stuttgart"	"Thomas "	"Reinhardt"	"University of Stuttgart"	"Daniel "	"Weiskopf"	"VISUS, University of Stuttgart"																		
"ttg2012122496"	"Radial Sets: Interactive Visual Analysis of Large Overlapping Sets"	"In many applications, data tables contain multi&#x002D;valued attributes that often store the memberships of the table entities to multiple sets such as which languages a person masters, which skills an applicant documents, or which features a product com"	"Multi&#x002D;valued attributes, set&#x002D;typed data, overlapping sets, visualization technique, scalability"	2496	"2496&#x002D;2505"	"Bilal "	"Alsallakh "	"Vienna University of Technology"	"Wolfgang "	"Aigner"	"Vienna University of Technology"	"Silvia "	"Miksch"	"Vienna University of Technology"	"Helwig "	"Hauser"	"University of Bergen"															
"ttg2012122506"	"SoccerStories: A Kick&#x002D;off for Visual Soccer Analysis"	"This article presents SoccerStories, a visualization interface to support analysts in exploring soccer data and communicating interesting insights. Currently, most analyses on such data relate to statistics on individual players or teams. However, soccer "	"Visual knowledge discovery, visual knowledge representation, sport analytics, visual aggregation"	2506	"2506&#x002D;2515"	"Charles "	"Perin "	"INRIA and Universite Paris&#x002D;Sud"	"Romain "	"Vuillemot"	"INRIA"	"Jean&#x002D;Daniel "	"Fekete"	"INRIA"																		
"ttg2012122516"	"Creative User&#x002D;Centered Visualization Design for Energy Analysts and Modelers"	"We enhance a user&#x002D;centered design process with techniques that deliberately promote creativity to identify opportunities for the visualization of data generated by a major energy supplier. Visualization prototypes developed in this way prove effect"	"Creativity techniques, user&#x002D;centered design, data visualization, smart home, energy consumption"	2516	"2516&#x002D;2525"	"Sarah "	"Goodwin "	"giCentre, City University London"	"Jason "	"Dykes"	"giCentre, City University London"	"Sara "	"Jones"	"Centre for Creativity in Professional Practice, City University London"	"Iain "	"Dillingham"	"giCentre, City University London"	"Graham "	"Dove"	"Centre for Creativity in Professional Practice, City University London"	"Alison "	"Duffy"	"Centre for Creativity in Professional Practice, City University London"	"Alexander "	"Kachkaev"	"giCentre, City University London"	"Aidan "	"Slingsby"	"giCentre, City University London"	"Jo "	"Wood"	"giCentre, City University London"
"ttg2012122526"	"Understanding Interfirm Relationships in Business Ecosystems with Interactive Visualization"	"Business ecosystems are characterized by large, complex, and global networks of firms, often from many different market segments, all collaborating, partnering, and competing to create and deliver new products and services. Given the rapidly increasing sc"	"Business ecosystems, market research, strategic analysis, design study, interaction, network visualization"	2526	"2526&#x002D;2535"	"Rahul C. "	"Basole "	"Georgia Tech"	"Trustin "	"Clear"	"Georgia Tech"	"Mengdie "	"Hu"	"Georgia Tech"	"Harshit "	"Mehrotra"	"Georgia Tech"	"John "	"Stasko"	"Georgia Tech"												
"ttg2012122536"	"Entourage: Visualizing Relationships between Biological Pathways using Contextual Subsets"	"Biological pathway maps are highly relevant tools for many tasks in molecular biology. They reduce the complexity of the overall biological network by partitioning it into smaller manageable parts. While this reduction of complexity is their biggest stren"	"Pathway visualization, biological networks, subsets, graphs, biomolecular data"	2536	"2536&#x002D;2545"	"Alexander "	"Lex "	"Harvard University"	"Christian "	"Partl"	"Graz University of Technology"	"Denis "	"Kalkofen"	"Graz University of Technology"	"Marc "	"Streit"	"Johannes Kepler University Linz"	"Samuel "	"Gratzl"	"Johannes Kepler University Linz"	"Anne Mai "	"Wassermann"	"Novartis Institutes for BioMedical Research"	"Dieter "	"Schmalstieg"	"Graz University of Technology"	"Hanspeter "	"Pfister"	"Harvard University"			
"ttg2012122546"	"Variant View: Visualizing Sequence Variants in their Gene Context"	"Scientists use DNA sequence differences between an individual&#x0027;s genome and a standard reference genome to study the genetic basis of disease. Such differences are called sequence variants, and determining their impact in the cell is difficult becau"	"Information visualization, design study, bioinformatics, genetic variants"	2546	"2546&#x002D;2555"	"Joel A. "	"Ferstay"	"University of British Columbia"	"Cydney B. "	"Nielsen"	"University of British Columbia"	"Tamara "	"Munzner"	"University of British Columbia"																		
"ttg2012122556"	"DiffAni: Visualizing Dynamic Graphs with a Hybrid of Difference Maps and Animation"	"Visualization of dynamically changing networks (graphs) is a significant challenge for researchers. Previous work has experimentally compared animation, small multiples, and other techniques, and found trade&#x002D;offs between these. One potential way to"	"Dynamic networks, hybrid visualization, taxonomy, evolution, animation, difference map"	2556	"2556&#x002D;2565"	"S&#x00E9;bastien "	"Rufiange "	"&#x00E9;cole de technologie sup&#x00E9;rieure"	"Michael J. "	"McGuffin"	"&#x00E9;cole de technologie sup&#x00E9;rieure"																					
"ttg2012122566"	"Visualizing Change Over Time Using Dynamic Hierarchies: TreeVersity2 and the StemView"	"To analyze data such as the US Federal Budget or characteristics of the student population of a University it is common to look for changes over time. This task can be made easier and more fruitful if the analysis is performed by grouping by attributes, s"	"Information visualization, tree comparison"	2566	"2566&#x002D;2575"	"John Alexis "	"Guerra&#x002D;Gﾗmez"	"University of Maryland"	"Michael L."	"Pack"	"University of Maryland"	"Catherine "	"Plaisant"	"University of Maryland"	"Ben "	"Shneiderman"	"University of Maryland"															
"ttg2012122576"	"Visual Compression of Workflow Visualizations with Automated Detection of Macro Motifs"	"This paper is concerned with the creation of &#x0027;macros&#x0027; in workflow visualization as a support tool to increase the efficiency of data curation tasks. We propose computation of candidate macros based on their usage in large collections of work"	"Workflow visualization, motif detection, glyph&#x002D;based visualization, glyph generation, state&#x002D;transition&#x002D;based algorithm"	2576	"2576&#x002D;2585"	"Eamonn "	"Maguire "	"University of Oxford"	"Philippe "	"Rocca&#x002D;Serra"	"University of Oxford"	"Susanna&#x002D;Assunta "	"Sansone"	"University of Oxford"	"Jim "	"Davies"	"University of Oxford"	"Min "	"Chen"	"University of Oxford"												
"ttg2012122586"	"Automatic Layout of Structured Hierarchical Reports"	"Domain&#x002D;specific database applications tend to contain a sizable number of table&#x002D;, form&#x002D;, and report&#x002D;style views that must each be designed and maintained by a software developer. A significant part of this job is the necessary "	"Hierarchy data, tabular data, nested relations, layout management"	2586	"2586&#x002D;2595"	"Eirik "	"Bakke "	"MIT Computer Science and Artificial Intelligence Laboratory (CSAIL)"	"David R. "	"Karger"	"MIT Computer Science and Artificial Intelligence Laboratory (CSAIL)"	"Robert C. "	"Miller"	"MIT Computer Science and Artificial Intelligence Laboratory (CSAIL)"																		
"ttg2012122596"	"Edge Compression Techniques for Visualization of Dense Directed Graphs"	"We explore the effectiveness of visualizing dense directed graphs by replacing individual edges with edges connected to ""modules""&#x002D;or groups of nodes&#x002D;such that the new edges imply aggregate connectivity. We only consider techniques that offer"	"Directed graphs, networks, modular decomposition, power graph analysis"	2596	"2596&#x002D;2605"	"Tim "	"Dwyer "	"Monash University"	"Nathalie "	"Henry Riche"	"Microsoft Research"	"Kim "	"Marriott"	"Monash University"	"Christopher "	"Mears"	"Monash University"															
"ttg2012122606"	"GPLOM: The Generalized Plot Matrix for Visualizing Multidimensional Multivariate Data"	"Scatterplot matrices (SPLOMs), parallel coordinates, and glyphs can all be used to visualize the multiple continuous variables (i.e., dependent variables or measures) in multidimensional multivariate data. However, these techniques are not well suited to "	"Multidimensional data, tabular data, relational data, mdmv, high&#x002D;dimensional data, database visualization, database overview, parallel coordinates, scatterplot matrix, user interfaces, business intelligence"	2606	"2606&#x002D;2614"	"Jean&#x002D;Franﾍois "	"Im"	"&#x00E9;cole de technologie sup&#x00E9;rieure"	"Michael J. "	"McGuffin"	"&#x00E9;cole de technologie sup&#x00E9;rieure"	"Rock "	"Leung"	"SAP, Vancouver"																		
"ttg2012122615"	"Orthographic Star Coordinates"	"Star coordinates is a popular projection technique from an nD data space to a 2D/3D visualization domain. It is defined by setting n coordinate axes in the visualization domain. Since it generally defines an affine projection, strong distortions can occur"	"Start plot, multivariate visualization, visual analytics"	2615	"2615&#x002D;2624"	"Dirk J. "	"Lehmann"	"University of Magdeburg"	"Holger "	"Theisel"	"University of Magdeburg"																					
"ttg2012122625"	"Dimension Projection Matrix/Tree: Interactive Subspace Visual Exploration and Analysis of High Dimensional Data"	"For high&#x002D;dimensional data, this work proposes two novel visual exploration methods to gain insights into the data aspect and the dimension aspect of the data. The first is a Dimension Projection Matrix, as an extension of a scatterplot matrix. In t"	"High dimensional data, hierarchical visualization, sub&#x002D;dimensional space, user interaction, subspace, tree, matrix"	2625	"2625&#x002D;2633"	"Xiaoru "	"Yuan "	"Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University"	"Donghao "	"Ren"	"Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University"	"Zuchao "	"Wang"	"Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University"	"Cong "	"Guo"	"Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University"															
"ttg2012122634"	"Empirical Guidance on Scatterplot and Dimension Reduction Technique Choices"	"To verify cluster separation in high&#x002D;dimensional data, analysts often reduce the data with a dimension reduction (DR) technique, and then visualize it with 2D Scatterplots, interactive 3D Scatterplots, or Scatterplot Matrices (SPLOMs). With the goa"	"Dimensionality reduction, scatterplots, quantitative study"	2634	"2634&#x002D;2643"	"Michael "	"Sedlmair "	"University of Vienna"	"Tamara "	"Munzner"	"University of British Columbia"	"Melanie "	"Tory"	"University of Victoria"																		
"ttg2012122644"	"Visualization of Shape Motions in Shape Space"	"Analysis of dynamic object deformations such as cardiac motion is of great importance, especially when there is a necessity to visualize and compare the deformation behavior across subjects. However, there is a lack of effective techniques for comparative"	"Medial surface, shape space, comparative visualization, left ventricle diagnosis"	2644	"2644&#x002D;2652"	"Vahid "	"Taimouri "	"Wayne State University and Children&#x2019;s Hospital Boston, Harvard Medical School"	"Jing "	"Hua"	"Wayne State University"																					
"ttg2012122653"	"Fast Blending Scheme for Molecular Surface Representation"	"Representation of molecular surfaces is a well established way to study the interaction of molecules. The state&#x002D;of&#x002D;theart molecular representation is the SES model, which provides a detailed surface visualization. Nevertheless, it is computa"	"Molecular visualization, geometry&#x002D;based techniques, implicit surfaces"	2653	"2653&#x002D;2662"	"Julius "	"Parulek "	"University of Bergen"	"Andrea "	"Brambilla"	"University of Bergen"																					
"ttg2012122663"	"Detecting Symmetry in Scalar Fields Using Augmented Extremum Graphs"	"Visualizing symmetric patterns in the data often helps the domain scientists make important observations and gain insights about the underlying experiment. Detecting symmetry in scalar fields is a nascent area of research and existing methods that detect "	"Scalar field visualization, extremum graph, Morse decomposition, symmetry detection, data exploration"	2663	"2663&#x002D;2672"	"Dilip Mathew "	"Thomas"	"Indian Institute of Science"	"Vijay "	"Natarajan"	"Indian Institute of Science"																					
"ttg2012122673"	"Fast Generation of Virtual X&#x002D;ray Images for Reconstruction of 3D Anatomy"	"We propose a novel GPU&#x002D;based approach to render virtual X&#x002D;ray projections of deformable tetrahedral meshes. These meshes represent the shape and the internal density distribution of a particular anatomical structure and are derived from stat"	"Digitally reconstructed radiographs, volume rendering, mesh deformation, statistical shape and intensity models, image registration, GPU acceleration"	2673	"2673&#x002D;2682"	"Moritz "	"Ehlke "	"Zuse Institut Berlin (ZIB)"	"Heiko "	"Ramm"	"Zuse Institut Berlin (ZIB)"	"Hans "	"Lamecker"	"Zuse Institut Berlin (ZIB)"	"Hans&#x002D;Christian "	"Hege"	"Zuse Institut Berlin (ZIB)"	"Stefan "	"Zachow"	"Zuse Institut Berlin (ZIB)"												
"ttg2012122683"	"An Information&#x002D;aware Framework for Exploring Multivariate Data Sets"	"Information theory provides a theoretical framework for measuring information content for an observed variable, and has attracted much attention from visualization researchers for its ability to quantify saliency and similarity among variables. In this pa"	"Information theory, framework, isosurface, multivariate uncertainty"	2683	"2683&#x002D;2692"	"Ayan "	"Biswas "	"The Ohio State University"	"Soumya "	"Dutta"	"The Ohio State University"	"Han&#x002D;Wei "	"Shen"	"The Ohio State University"	"Jonathan "	"Woodring"	"Los Alamos National Laboratory"															
"ttg2012122693"	"Efficient Local Statistical Analysis via Integral Histograms with Discrete Wavelet Transform"	"Histograms computed from local regions are commonly used in many visualization applications, and allowing the user to query histograms interactively in regions of arbitrary locations and sizes plays an important role in feature identification and tracking"	"WaveletSAT, integral histograms, discrete wavelet transform"	2693	"2693&#x002D;2702"	"Teng&#x002D;Yok "	"Lee"	"The Ohio State University"	"Han&#x002D;Wei "	"Shen"	"The Ohio State University"																					
"ttg2012122703"	"Characterizing and Visualizing Predictive Uncertainty in Numerical Ensembles Through Bayesian Model Averaging"	"Numerical ensemble forecasting is a powerful tool that drives many risk analysis efforts and decision making tasks. These ensembles are composed of individual simulations that each uniquely model a possible outcome for a common event of interest: e.g., th"	"Uncertainty visualization, numerical ensembles, statistical visualization"	2703	"2703&#x002D;2712"	"Luke "	"Gosink "	"Pacific Northwest National Laboratory"	"Kevin "	"Bensema"	"University of California at Davis"	"Trenton "	"Pulsipher"	"Pacific Northwest National Laboratory"	"Harald "	"Obermaier"	"University of California at Davis"	"Michael "	"Henry"	"Pacific Northwest National Laboratory"	"Hank "	"Childs"	"University of Oregon"	"Kenneth I. "	"Joy"	"University of California at Davis"						
"ttg2012122713"	"Contour Boxplots: A Method for Characterizing Uncertainty in Feature Sets from Simulation Ensembles"	"Ensembles of numerical simulations are used in a variety of applications, such as meteorology or computational solid mechanics, in order to quantify the uncertainty or possible error in a model or simulation. Deriving robust statistics and visualizing the"	"Uncertainty visualization, Boxplots, band depth, ensemble visualization, order statistics"	2713	"2713&#x002D;2722"	"Ross T. "	"Whitaker"	"SCI Institute, University of Utah"	"Mahsa "	"Mirzargar"	"University of Florida"	"Robert M. "	"Kirby"	"University of Utah"																		
"ttg2012122723"	"Uncertainty Quantification in Linear Interpolation for Isosurface Extraction"	"We present a study of linear interpolation when applied to uncertain data. Linear interpolation is a key step for isosurface extraction algorithms, and the uncertainties in the data lead to non&#x002D;linear variations in the geometry of the extracted iso"	"Uncertainty quantification, linear interpolation, isosurface extraction, Marching Cubes"	2723	"2723&#x002D;2732"	"Tushar "	"Athawale "	"University of Florida"	"Alireza "	"Entezari"	"University of Florida"																					
"ttg2012122733"	"Coupled Ensemble Flow Line Advection and Analysis"	"Ensemble run simulations are becoming increasingly widespread. In this work, we couple particle advection with pathline analysis to visualize and reveal the differences among the flow fields of ensemble runs. Our method first constructs a variation field "	"Ensemble analysis, parallel processing, field line advection"	2733	"2733&#x002D;2742"	"Hanqi "	"Guo "	"Key Laboratory of Machine Perception (Ministry of Education), School of EECS, and Center for Computational Science and Engineering, Peking University"	"Xiaoru "	"Yuan"	"Key Laboratory of Machine Perception (Ministry of Education), School of EECS, and Center for Computational Science and Engineering, Peking University"	"Jian "	"Huang"	"University of Tennessee"	"Xiaomin "	"Zhu"	"National Super Computing Center in Jinan, Shandong, China"															
"ttg2012122743"	"Comparative Visual Analysis of Lagrangian Transport in CFD Ensembles"	"Sets of simulation runs based on parameter and model variation, so&#x002D;called ensembles, are increasingly used to model physical behaviors whose parameter space is too large or complex to be explored automatically. Visualization plays a key role in con"	"Ensemble, flow field, time&#x002D;varying, comparison, visualization, Lagrangian, variance, principal components analysis"	2743	"2743&#x002D;2752"	"Mathias "	"Hummel "	"University of Kaiserslautern"	"Harald "	"Obermaier"	"University of California, Davis"	"Christoph "	"Garth"	"University of Kaiserslautern"	"Kenneth I. "	"Joy"	"University of California, Davis"															
"ttg2012122753"	"Adaptive Refinement of the Flow Map Using Sparse Samples"	"We present a new efficient and scalable method for the high quality reconstruction of the flow map from sparse samples. The flow map describes the transport of massless particles along the flow. As such, it is a fundamental concept in the analysis of tran"		2753	"2753&#x002D;2762"	"Samer S. "	"Barakat"	"Purdue University"	"Xavier "	"Tricoche"	"Purdue University"																					
"ttg2012122763"	"Visualization of Morse Connection Graphs for Topologically Rich 2D Vector Fields"	"Recent advances in vector field topologymake it possible to compute its multi&#x002D;scale graph representations for autonomous 2D vector fields in a robust and efficient manner. One of these representations is a Morse Connection Graph (MCG), a directed g"	"Vector field topology, Morse connection graph"	2763	"2763&#x002D;2772"	"Andrzej "	"Szymczak "	"Colorado School of Mines"	"Levente "	"Sipeki"	"Colorado School of Mines"																					
"ttg2012122773"	"Semi&#x002D;Automatic Vortex Extraction in 4D PC&#x002D;MRI Cardiac Blood Flow Data using Line Predicates"	"Cardiovascular diseases (CVD) are the leading cause of death worldwide. Their initiation and evolution depends strongly on the blood flow characteristics. In recent years, advances in 4D PC&#x002D;MRI acquisition enable reliable and time&#x002D;resolved 3"	"4D PC&#x002D;MRI, cardiac blood flow, hemodynamics, line predicates, vortex extraction"	2773	"2773&#x002D;2782"	"Benjamin "	"K&#x00F6;hler "	"Visualization and Visual Computing, University of Magdeburg"	"Rocco "	"Gasteiger"	"Visualization and Visual Computing, University of Magdeburg"	"Uta "	"Preim"	"Herzzentrum in Leipzig"	"Holger "	"Theisel"	"Visualization and Visual Computing, University of Magdeburg"	"Matthias "	"Gutberlet"	"Herzzentrum in Leipzig"	"Bernhard "	"Preim"	"Visualization and Visual Computing, University of Magdeburg"									
"ttg2012122783"	"Design by Dragging: An Interface for Creative Forward and Inverse Design with Simulation Ensembles"	"We present an interface for exploring large design spaces as encountered in simulation&#x002D;based engineering, design of visual effects, and other tasks that require tuning parameters of computationally&#x002D;intensive simulations and visually evaluati"	"Design, simulation, direct manipulation, multi&#x002D;touch"	2783	"2783&#x002D;2791"	"Dane "	"Coffey "	"University of Minnesota"	"Chi&#x002D;Lun "	"Lin"	"University of Minnesota"	"Arthur G. "	"Erdman"	"University of Minnesota"	"Daniel F. "	"Keefe"	"University of Minnesota"															
"ttg2012122792"	"A Multi&#x002D;Criteria Approach to Camera Motion Design for Volume Data Animation"	"We present an integrated camera motion design and path generation system for building volume data animations. Creating animations is an essential task in presenting complex scientific visualizations. Existing visualization systems use an established anima"	"Camera motion planning, volume rendering, visualization, animation"	2792	"2792&#x002D;2801"	"Wei&#x002D;Hsien "	"Hsu"	"University of California, Davis"	"Yubo "	"Zhang"	"University of California, Davis"	"Kwan&#x002D;Liu "	"Ma"	"University of California, Davis"																		
"ttg2012122802"	"A Lightweight Tangible 3D Interface for Interactive Visualization of Thin Fiber Structures"	"We present a prop&#x002D;based, tangible interface for 3D interactive visualization of thin fiber structures. These data are commonly found in current bioimaging datasets, for example second&#x002D;harmonic generation microscopy of collagen fibers in tiss"	"Scientific visualization, 3D interaction, tangible interaction, microscopy visualization"	2802	"2802&#x002D;2809"	"Bret "	"Jackson "	"University of Minnesota"	"Tung Yuen "	"Lau"	"University of Illinois Urbana&#x002D;Champaign"	"David "	"Schroeder"	"University of Minnesota"	"Kimani C. "	"Toussaint Jr."	"University of Illinois Urbana&#x002D;Champaign"	"Daniel F. "	"Keefe"	"University of Minnesota"												
"ttg2012122810"	"Evaluation of Static and Dynamic Visualization Training Approaches for Users with Different Spatial Abilities"	"Conflicting results are reported in the literature on whether dynamic visualizations are more effective than static visualizations for learning and mastering 3&#x002D;D tasks, and only a few investigations have considered the influence of the spatial abil"	"Spatial ability, 3D visualization, training, evaluation, orthographic projection, CAD."	2810	"2810&#x002D;2817"	"Maria&#x002D;Elena "	"Froese"	"University of Victoria"	"Melanie "	"Tory"	"University of Victoria"	"Guy&#x002D;Warwick "	"Evans"	"University of Victoria"	"Kedar "	"Shrikhande"	"University of Victoria"															
"ttg2012122818"	"A Systematic Review on the Practice of Evaluating Visualization"	"We present an assessment of the state and historic development of evaluation practices as reported in papers published at the IEEE Visualization conference. Our goal is to reflect on a meta&#x002D;level about evaluation in our community through a systemat"	"Evaluation, validation, systematic review, visualization, scientific visualization, information visualization"	2818	"2818&#x002D;2827"	"Tobias "	"Isenberg "	"INRIA"	"Petra "	"Isenberg"	"INRIA"	"Jian "	"Chen"	"University of Maryland"	"Michael "	"Sedlmair"	"University of Vienna"	"Torsten "	"M&#x00F6;ller"	"University of Vienna"												
"ttg2012122828"	"Interactive Patient&#x002D;Specific Vascular Modeling with Sweep Surfaces"	"The precise modeling of vascular structures plays a key role in medical imaging applications, such as diagnosis, therapy planning and blood flow simulations. For the simulation of blood flow in particular, high&#x002D;precision models are required to prod"	"Surface modeling, vascular visualization, centerline&#x002D;based modeling"	2828	"2828&#x002D;2837"	"Jan "	"Kretschmer "	"Computer Science Department, FAU Erlangen, and Siemens Healthcare, Computed Tomography"	"Christian "	"Godenschwager"	"Computer Science Department, FAU Erlangen, and Siemens Healthcare, Computed Tomography"	"Bernhard "	"Preim"	"University of Magdeburg"	"Marc "	"Stamminger"	"Department of Computer Graphics, FAU Erlangen"															
